percent,ankle,knee,hip
0,4.788,12.006,14.536
2,8.054,12.841,19.270
4,9.884,14.395,21.141
6,12.110,13.629,23.988
8,13.567,14.473,26.031
10,16.238,15.144,27.060
12,18.391,14.626,29.237
14,18.219,13.921,29.508
16,19.236,13.874,30.757
18,21.152,13.028,29.445
20,20.005,12.966,30.159
22,21.051,11.781,29.054
24,20.618,9.447,27.198
26,19.396,8.422,24.486
28,19.511,7.532,23.119
30,17.554,5.887,20.409
32,16.824,4.187,17.617
34,15.577,2.151,14.913
36,11.847,-0.023,11.161
38,9.992,-1.728,8.752
40,7.450,-3.507,3.568
42,5.873,-3.685,0.817
44,2.744,-6.646,-3.647
46,1.328,-6.747,-6.859
48,-2.203,-7.906,-9.260
50,-3.407,-10.447,-13.574
52,-6.906,-11.390,-16.839
54,-7.772,-10.539,-18.392
56,-9.688,-11.873,-21.151
58,-11.746,-11.786,-24.826
60,-13.696,-13.184,-25.248
62,-15.661,-12.699,-27.911
64,-16.375,-12.087,-27.630
66,-17.141,-11.517,-28.431
68,-19.352,-10.446,-28.467
70,-17.771,-9.795,-26.837
72,-19.668,-8.912,-25.625
74,-19.250,-8.459,-25.596
76,-17.331,-7.200,-23.655
78,-15.965,-5.430,-20.451
80,-16.191,-2.967,-19.389
82,-14.453,-1.552,-14.960
84,-13.602,-0.019,-12.415
86,-10.178,0.667,-10.168
88,-8.919,3.952,-5.425
90,-5.630,5.016,-2.988
92,-4.013,6.177,0.624
94,-1.234,7.075,5.878
96,0.695,9.073,9.645
98,3.230,10.352,12.997
100,4.883,12.410,14.874
