percent,ankle,knee,hip
0,18.381,18.309,4.759
2,18.104,18.101,8.135
4,17.624,17.136,11.665
6,16.164,16.851,15.028
8,17.171,14.069,16.776
10,14.745,13.745,19.853
12,15.168,10.816,22.451
14,12.563,8.221,24.206
16,10.956,5.790,26.942
18,9.586,5.124,28.409
20,8.264,1.411,29.253
22,5.416,0.218,29.991
24,4.287,-1.999,30.103
26,2.674,-4.911,28.772
28,-0.422,-7.116,27.750
30,-2.262,-9.582,27.506
32,-4.451,-10.679,24.689
34,-5.582,-13.229,24.167
36,-7.029,-14.373,21.722
38,-10.596,-15.170,17.205
40,-10.727,-17.332,15.217
42,-12.795,-16.184,12.735
44,-13.043,-18.340,9.522
46,-14.160,-18.055,5.613
48,-15.756,-17.895,0.534
50,-16.295,-16.478,-1.919
52,-14.886,-15.640,-5.846
54,-15.295,-15.529,-9.810
56,-14.516,-13.886,-12.233
58,-13.513,-12.916,-14.742
60,-13.986,-11.023,-17.482
62,-12.607,-8.395,-21.234
64,-10.709,-7.027,-22.836
66,-9.465,-4.597,-25.439
68,-8.652,-2.230,-26.340
70,-5.992,-0.197,-25.959
72,-4.830,1.773,-26.665
74,-2.223,4.009,-27.391
76,-0.027,6.770,-26.812
78,1.740,9.457,-25.915
80,3.209,10.229,-24.522
82,5.726,13.072,-24.059
84,7.684,15.076,-21.486
86,10.638,16.552,-18.842
88,12.338,16.419,-15.383
90,13.359,17.726,-13.012
92,14.330,19.378,-9.535
94,15.564,18.712,-6.899
96,17.268,19.457,-2.257
98,16.937,19.579,0.057
100,17.215,19.157,4.488
