percent,ankle,knee,hip
0,17.861,9.119,2.478
2,20.015,12.584,6.961
4,21.169,15.186,9.783
6,23.245,17.599,14.457
8,25.073,19.262,16.319
10,25.715,21.249,19.882
12,27.058,22.524,22.226
14,26.517,23.588,23.494
16,26.317,26.130,25.539
18,25.815,26.004,27.543
20,25.785,25.988,28.571
22,24.421,25.745,28.582
24,23.058,24.092,28.526
26,20.122,24.061,30.013
28,17.539,22.999,28.676
30,15.487,20.728,28.140
32,13.109,19.636,25.996
34,9.864,15.992,22.816
36,5.713,13.025,21.512
38,3.796,12.003,18.375
40,-0.219,7.805,16.508
42,-2.768,5.837,11.800
44,-7.522,1.179,8.940
46,-9.647,-0.873,5.121
48,-13.317,-4.205,2.046
50,-15.881,-7.375,-1.348
52,-17.780,-10.252,-4.997
54,-20.146,-12.148,-9.137
56,-22.541,-16.087,-11.006
58,-23.728,-17.571,-15.060
60,-24.398,-20.018,-17.974
62,-25.037,-21.896,-20.572
64,-25.897,-23.182,-21.607
66,-24.576,-24.015,-23.156
68,-23.461,-23.780,-25.441
70,-22.518,-23.545,-26.624
72,-20.972,-23.609,-27.330
74,-19.568,-23.961,-27.768
76,-19.079,-21.997,-27.277
78,-14.783,-20.981,-26.883
80,-13.160,-18.991,-26.193
82,-10.528,-17.418,-23.897
84,-7.616,-14.585,-21.824
86,-4.102,-12.433,-19.088
88,-1.500,-8.442,-16.503
90,2.952,-6.864,-13.180
92,6.299,-3.611,-10.515
94,9.094,0.319,-6.723
96,11.609,2.468,-3.329
98,13.938,5.076,0.224
100,16.448,9.042,2.500
