percent,ankle,knee,hip
0,5.047,4.141,11.085
2,7.851,7.267,13.314
4,10.149,10.983,15.194
6,11.895,12.935,17.181
8,12.029,15.435,16.399
10,13.620,19.207,17.218
12,14.379,21.423,18.657
14,15.860,23.782,19.751
16,16.920,25.184,19.462
18,16.677,25.116,18.770
20,17.340,27.143,17.857
22,17.169,27.635,17.403
24,15.952,27.502,16.245
26,14.466,27.022,14.079
28,15.235,26.478,12.643
30,14.048,25.152,11.584
32,12.584,23.121,9.004
34,10.268,19.950,8.055
36,8.836,17.990,6.257
38,7.428,15.765,3.718
40,5.000,12.392,0.803
42,3.512,10.570,-1.323
44,1.904,6.446,-3.948
46,-0.448,4.129,-5.942
48,-2.237,1.779,-7.233
50,-3.162,-1.847,-10.311
52,-5.155,-4.961,-11.004
54,-8.053,-8.774,-12.326
56,-8.926,-12.366,-14.532
58,-10.278,-14.656,-16.236
60,-10.843,-16.187,-16.639
62,-12.221,-18.470,-17.557
64,-13.994,-20.669,-16.729
66,-13.725,-21.653,-16.263
68,-14.409,-23.499,-16.387
70,-14.026,-25.130,-15.768
72,-13.912,-25.048,-15.826
74,-14.999,-24.915,-14.397
76,-14.177,-24.812,-12.656
78,-13.374,-22.628,-10.527
80,-11.844,-22.063,-10.098
82,-9.460,-21.243,-6.948
84,-9.165,-19.815,-5.544
86,-6.620,-17.057,-2.562
88,-5.559,-13.837,-1.837
90,-2.884,-10.676,1.751
92,-1.766,-7.889,2.757
94,-0.696,-4.289,4.859
96,1.956,-2.659,8.632
98,4.198,0.498,10.381
100,6.612,4.015,12.005
