percent,ankle,knee,hip
0,24.729,20.829,13.312
2,24.486,18.603,14.209
4,24.446,17.613,15.230
6,23.707,15.187,16.058
8,22.931,15.070,14.667
10,21.889,12.680,15.095
12,20.986,9.491,14.107
14,18.820,7.517,14.126
16,14.969,3.753,12.364
18,13.554,1.866,11.618
20,11.625,0.115,9.681
22,6.893,-2.843,8.200
24,5.001,-6.286,6.513
26,2.064,-7.339,4.533
28,-0.931,-10.528,2.589
30,-3.769,-11.647,1.421
32,-7.149,-14.726,0.348
34,-9.928,-16.870,-1.534
36,-13.029,-18.093,-3.007
38,-15.222,-17.956,-5.816
40,-17.959,-19.338,-6.968
42,-19.515,-20.353,-8.410
44,-21.200,-19.927,-10.260
46,-21.952,-20.144,-10.612
48,-23.545,-19.735,-12.002
50,-22.304,-18.077,-11.667
52,-24.096,-17.977,-11.949
54,-23.459,-16.562,-13.659
56,-22.776,-14.797,-13.464
58,-20.470,-12.779,-12.136
60,-18.958,-10.055,-12.033
62,-17.850,-7.092,-13.133
64,-15.223,-5.376,-11.157
66,-13.831,-3.254,-10.147
68,-11.682,-0.795,-10.308
70,-8.233,2.421,-8.413
72,-6.019,4.371,-6.550
74,-3.450,7.797,-5.645
76,-0.159,10.245,-4.108
78,2.562,12.102,-2.194
80,6.858,14.730,0.030
82,9.578,16.367,1.024
84,12.378,18.803,4.203
86,14.376,18.906,5.730
88,16.723,19.724,6.769
90,19.044,20.473,9.578
92,21.062,21.659,10.001
94,22.229,21.465,11.459
96,24.045,22.069,12.960
98,25.165,20.648,13.438
100,24.527,20.214,14.052
