percent,ankle,knee,hip
0,24.666,2.100,0.071
2,23.740,4.780,2.345
4,21.425,6.781,3.786
6,19.623,9.613,4.431
8,17.521,12.005,5.663
10,15.059,12.808,8.746
12,13.526,15.283,8.010
14,9.771,18.025,9.703
16,8.683,18.487,11.382
18,4.193,18.620,11.451
20,0.837,20.350,11.344
22,-1.853,20.222,11.567
24,-5.058,20.908,11.727
26,-6.795,20.830,13.424
28,-9.571,20.344,12.490
30,-13.042,18.267,10.932
32,-15.442,18.261,11.869
34,-16.713,16.264,10.044
36,-19.628,16.152,9.847
38,-21.144,13.682,9.447
40,-20.754,11.606,7.445
42,-22.436,8.960,6.193
44,-22.207,7.201,4.924
46,-23.523,5.011,3.334
48,-23.105,2.943,1.811
50,-22.521,-1.337,1.395
52,-20.140,-3.482,-0.440
54,-19.167,-5.591,-1.869
56,-18.540,-8.461,-2.548
58,-16.291,-10.645,-4.483
60,-14.249,-11.998,-5.750
62,-12.179,-12.713,-7.605
64,-7.966,-14.937,-7.169
66,-4.952,-16.793,-9.050
68,-2.705,-18.189,-9.202
70,-0.507,-18.232,-9.675
72,2.405,-17.997,-10.932
74,5.324,-18.322,-9.929
76,8.696,-18.330,-10.215
78,10.868,-17.187,-9.318
80,14.575,-17.238,-9.785
82,17.527,-17.116,-9.634
84,18.533,-14.558,-8.942
86,20.313,-12.771,-8.632
88,23.143,-11.395,-6.773
90,23.744,-10.144,-6.403
92,24.865,-6.944,-4.274
94,24.528,-4.612,-3.810
96,25.069,-2.952,-1.114
98,23.821,-0.596,-1.232
100,23.098,2.449,1.695
