percent,ankle,knee,hip
0,5.362,9.182,18.052
2,6.054,9.719,18.069
4,8.661,12.845,16.789
6,10.358,13.177,16.570
8,12.538,14.686,15.077
10,14.102,16.481,15.555
12,14.856,16.264,13.714
14,16.264,17.030,12.129
16,17.196,16.650,9.747
18,18.660,17.160,7.244
20,19.081,17.232,6.224
22,19.301,16.016,4.195
24,18.948,16.202,0.871
26,17.487,14.798,-0.753
28,17.460,14.126,-3.470
30,15.968,12.426,-5.643
32,14.747,11.443,-6.457
34,13.146,8.323,-8.564
36,12.243,6.649,-11.230
38,10.424,5.240,-10.946
40,8.417,2.967,-13.055
42,6.037,0.246,-13.986
44,3.628,-0.485,-15.833
46,0.630,-2.879,-16.366
48,-0.006,-5.027,-15.229
50,-2.105,-7.669,-16.137
52,-4.699,-8.217,-15.349
54,-7.651,-10.692,-16.532
56,-9.251,-11.601,-14.299
58,-10.994,-12.361,-13.208
60,-12.198,-13.996,-12.094
62,-14.544,-15.196,-10.337
64,-15.074,-14.532,-9.833
66,-14.701,-15.603,-8.390
68,-15.630,-15.746,-6.126
70,-17.084,-15.084,-3.888
72,-16.135,-15.042,-1.907
74,-15.512,-14.032,-0.147
76,-16.111,-12.739,1.833
78,-14.467,-11.508,4.130
80,-13.907,-11.363,7.460
82,-13.055,-8.586,8.282
84,-11.498,-7.514,10.106
86,-10.488,-5.284,13.082
88,-7.283,-4.235,14.786
90,-6.123,-1.328,15.326
92,-3.573,0.899,15.943
94,-2.404,3.458,16.452
96,-0.510,4.764,17.634
98,2.729,6.097,17.897
100,5.332,9.135,18.930
