percent,ankle,knee,hip
0,23.132,20.363,18.517
2,22.342,21.804,16.913
4,21.904,21.842,13.504
6,21.561,20.888,9.179
8,19.953,19.683,5.551
10,18.692,18.039,2.971
12,16.955,16.712,-1.222
14,15.108,15.813,-5.661
16,11.915,13.402,-8.418
18,9.742,11.742,-12.239
20,6.839,10.620,-15.947
22,4.739,7.905,-17.925
24,3.004,5.403,-20.613
26,0.569,1.674,-23.019
28,-2.062,-1.117,-25.102
30,-4.946,-3.581,-26.330
32,-7.850,-5.133,-28.033
34,-11.176,-6.954,-28.540
36,-13.228,-9.504,-28.689
38,-13.591,-11.974,-28.229
40,-16.032,-13.388,-26.489
42,-16.576,-15.375,-26.128
44,-19.606,-17.445,-24.027
46,-19.532,-18.565,-21.526
48,-19.536,-19.309,-19.141
50,-19.857,-19.706,-18.068
52,-20.963,-19.838,-13.884
54,-18.691,-18.930,-10.581
56,-18.090,-18.528,-6.697
58,-17.027,-17.027,-3.866
60,-15.280,-17.288,0.343
62,-13.952,-14.778,4.232
64,-12.962,-13.512,7.594
66,-10.927,-12.126,9.587
68,-8.428,-9.083,14.754
70,-4.684,-7.585,17.425
72,-2.323,-5.321,20.646
74,0.046,-3.773,22.258
76,1.594,0.376,24.766
78,5.282,1.530,26.321
80,7.617,4.244,27.809
82,9.454,6.513,29.368
84,12.319,8.578,29.343
86,15.018,11.476,30.088
88,16.119,13.100,28.959
90,18.710,15.782,28.402
92,19.148,16.622,27.879
94,20.691,17.849,26.034
96,22.360,19.424,24.093
98,21.667,21.372,22.383
100,21.686,20.958,19.138
