percent,ankle,knee,hip
0,10.832,24.324,14.876
2,13.071,22.635,13.982
4,12.679,22.675,12.360
6,13.039,21.796,8.403
8,12.511,20.144,7.481
10,13.465,18.289,3.802
12,11.544,15.967,1.596
14,11.075,13.012,-1.314
16,10.649,9.496,-4.660
18,9.399,7.104,-7.134
20,8.590,5.694,-9.664
22,7.908,2.302,-10.247
24,5.797,-0.569,-12.123
26,4.420,-3.620,-14.153
28,3.621,-6.074,-17.072
30,3.029,-9.615,-17.404
32,0.804,-12.096,-19.447
34,-1.223,-14.826,-18.727
36,-1.330,-15.798,-19.328
38,-2.823,-18.513,-20.118
40,-5.224,-18.998,-19.891
42,-5.983,-21.992,-18.644
44,-7.356,-22.164,-18.792
46,-7.371,-21.329,-16.956
48,-9.280,-23.271,-16.387
50,-9.530,-22.250,-13.708
52,-10.231,-20.634,-10.834
54,-9.654,-20.515,-9.687
56,-10.624,-19.227,-7.205
58,-10.350,-16.610,-3.745
60,-10.452,-16.551,-1.115
62,-10.373,-13.018,-0.174
64,-9.110,-10.770,2.520
66,-9.662,-7.448,6.481
68,-8.275,-4.697,8.062
70,-7.260,-2.717,10.405
72,-4.881,-0.134,12.268
74,-4.876,2.237,15.045
76,-4.149,6.484,16.848
78,-1.281,9.367,17.875
80,-0.939,10.807,18.825
82,0.249,15.056,20.274
84,2.849,17.163,21.658
86,4.918,19.004,21.871
88,5.279,20.891,22.123
90,5.921,22.416,21.328
92,7.291,22.734,21.534
94,8.587,24.686,20.485
96,9.408,23.939,18.307
98,11.356,24.442,18.381
100,11.805,24.938,15.346
