percent,ankle,knee,hip
0,18.347,17.986,11.206
2,17.523,18.580,9.721
4,17.554,18.680,8.677
6,15.541,19.813,7.199
8,14.557,20.388,5.201
10,13.021,19.460,4.154
12,12.048,18.671,3.381
14,9.931,18.886,1.485
16,7.929,18.523,-0.088
18,7.020,17.625,-0.931
20,4.933,14.230,-1.807
22,3.173,12.747,-4.957
24,-0.674,11.135,-5.061
26,-1.727,10.001,-6.619
28,-4.221,7.587,-7.712
30,-6.706,4.835,-9.606
32,-7.693,3.134,-8.824
34,-9.258,1.094,-10.743
36,-11.694,-2.637,-10.751
38,-13.929,-3.588,-11.567
40,-14.364,-6.258,-10.402
42,-15.790,-8.355,-11.378
44,-16.527,-10.713,-10.605
46,-16.017,-12.947,-9.848
48,-17.135,-15.044,-9.812
50,-16.288,-15.374,-9.076
52,-16.392,-16.419,-6.515
54,-15.591,-17.623,-5.567
56,-14.366,-17.163,-5.412
58,-13.367,-18.809,-4.205
60,-11.249,-17.361,-2.175
62,-10.329,-17.379,-0.959
64,-8.701,-17.516,0.303
66,-7.381,-15.020,1.164
68,-5.585,-15.639,2.474
70,-2.775,-13.344,5.067
72,-0.034,-12.191,6.129
74,1.095,-8.969,7.814
76,3.456,-7.482,8.669
78,6.709,-5.987,10.528
80,8.210,-3.651,10.725
82,10.049,-0.703,10.705
84,11.615,2.610,11.287
86,13.200,3.268,12.600
88,14.673,6.166,13.467
90,15.911,9.324,12.195
92,16.517,10.878,12.030
94,18.032,12.838,13.028
96,19.399,14.280,11.187
98,17.637,15.675,12.227
100,19.245,17.266,10.944
