percent,ankle,knee,hip
0,16.552,22.127,15.815
2,14.510,19.333,13.718
4,13.543,18.175,11.509
6,11.114,18.073,8.758
8,7.884,15.824,7.267
10,5.405,13.248,5.279
12,3.430,9.682,2.687
14,2.451,8.793,0.471
16,-1.543,4.640,-2.759
18,-3.166,3.372,-5.352
20,-5.248,-0.347,-7.190
22,-7.440,-2.329,-8.015
24,-8.736,-5.768,-11.173
26,-11.771,-7.736,-11.968
28,-12.918,-10.071,-14.833
30,-13.854,-13.625,-14.834
32,-16.289,-15.307,-16.829
34,-16.078,-16.044,-18.258
36,-17.283,-18.058,-18.402
38,-17.449,-19.335,-19.051
40,-16.902,-20.374,-17.815
42,-16.796,-20.166,-16.627
44,-17.517,-21.018,-17.759
46,-16.897,-20.369,-16.598
48,-14.236,-19.355,-13.834
50,-13.230,-20.079,-12.138
52,-13.045,-17.676,-10.381
54,-9.784,-17.385,-8.525
56,-8.472,-14.292,-7.828
58,-6.944,-12.696,-4.244
60,-4.680,-10.753,-2.253
62,-1.664,-9.046,-1.224
64,0.449,-5.866,2.350
66,2.285,-3.975,3.584
68,5.887,-1.633,7.073
70,8.276,1.858,9.240
72,8.958,5.796,10.474
74,12.381,7.098,13.915
76,13.117,9.882,13.894
78,15.719,13.454,16.784
80,16.925,14.858,17.806
82,18.689,17.446,18.061
84,18.486,18.802,19.335
86,19.667,20.064,19.674
88,18.961,21.201,20.214
90,20.046,22.997,20.838
92,18.691,23.120,19.648
94,18.361,23.063,18.005
96,18.710,22.352,18.390
98,17.505,21.708,16.394
100,15.263,22.180,15.833
