percent,ankle,knee,hip
0,24.617,10.630,2.415
2,23.046,8.356,3.378
4,20.790,7.293,5.677
6,16.877,5.298,7.702
8,14.231,2.568,9.755
10,11.047,1.370,10.953
12,8.204,-0.131,10.926
14,5.539,-2.512,13.523
16,2.648,-3.772,14.490
18,-1.771,-5.905,14.824
20,-3.649,-8.073,15.302
22,-8.551,-10.832,15.899
24,-10.621,-10.966,15.739
26,-14.129,-11.586,14.785
28,-16.774,-13.007,15.451
30,-18.655,-14.170,15.384
32,-20.166,-14.511,14.607
34,-23.659,-14.578,12.637
36,-24.461,-14.766,12.530
38,-24.220,-15.222,10.670
40,-24.986,-15.290,9.691
42,-25.840,-13.707,8.054
44,-25.495,-13.406,5.806
46,-24.597,-11.008,3.821
48,-22.912,-10.477,1.503
50,-22.531,-9.439,-0.502
52,-20.457,-6.778,-2.042
54,-17.953,-5.819,-3.850
56,-15.398,-3.248,-5.245
58,-12.333,-1.651,-7.114
60,-8.956,0.050,-9.342
62,-6.092,3.179,-10.533
64,-2.755,3.843,-11.011
66,0.677,6.875,-11.718
68,2.261,9.115,-12.280
70,7.213,10.872,-13.872
72,10.177,12.891,-14.017
74,13.480,14.009,-13.672
76,15.305,14.181,-12.668
78,18.131,16.294,-13.177
80,19.959,16.987,-12.352
82,22.480,17.788,-11.267
84,23.844,16.445,-10.092
86,25.158,17.411,-10.122
88,27.892,17.700,-7.750
90,27.594,15.698,-6.835
92,28.388,15.208,-5.585
94,28.296,14.621,-3.015
96,26.152,12.864,-1.455
98,26.692,13.112,0.078
100,23.775,10.826,2.970
