percent,ankle,knee,hip
0,22.324,17.107,15.955
2,21.569,20.488,13.650
4,21.209,21.602,13.908
6,19.665,23.391,12.076
8,18.550,23.488,10.353
10,17.664,23.748,8.761
12,15.174,25.383,6.649
14,14.572,25.007,2.970
16,12.751,23.390,1.492
18,8.800,24.372,0.714
20,7.538,22.523,-1.439
22,4.533,20.174,-4.583
24,2.290,19.521,-6.268
26,-1.351,16.457,-8.663
28,-3.750,13.562,-10.516
30,-5.313,11.240,-11.270
32,-8.550,9.658,-11.565
34,-11.495,5.955,-13.915
36,-13.068,2.349,-14.861
38,-14.263,0.856,-14.821
40,-17.070,-2.788,-16.338
42,-16.836,-5.010,-14.993
44,-18.357,-7.806,-16.062
46,-19.283,-10.167,-15.464
48,-19.660,-14.490,-13.838
50,-19.475,-16.282,-12.444
52,-20.381,-17.693,-12.198
54,-19.828,-19.677,-10.478
56,-18.545,-21.254,-9.036
58,-16.506,-21.271,-8.208
60,-15.903,-22.206,-5.273
62,-13.486,-22.662,-4.107
64,-12.278,-22.332,-1.891
66,-9.036,-22.803,-0.090
68,-8.281,-21.533,2.172
70,-4.296,-20.767,4.739
72,-3.273,-19.399,6.542
74,-0.792,-16.135,8.101
76,2.853,-15.025,9.747
78,4.546,-11.716,11.969
80,7.435,-9.836,14.009
82,10.737,-7.380,13.510
84,13.152,-4.237,15.752
86,14.589,-1.275,15.872
88,16.988,2.138,16.865
90,17.528,4.738,17.268
92,20.186,6.922,18.023
94,20.837,9.589,16.999
96,20.951,13.887,16.023
98,20.944,14.868,16.471
100,21.428,17.775,15.537
