percent,ankle,knee,hip
0,15.532,18.587,17.379
2,15.774,19.696,19.869
4,13.482,19.596,21.564
6,12.187,20.148,21.227
8,11.441,20.557,22.339
10,9.543,18.661,21.243
12,8.289,19.258,22.419
14,6.369,17.471,21.585
16,2.909,16.601,20.737
18,1.345,14.033,19.011
20,0.240,13.554,17.524
22,-2.388,10.463,15.657
24,-3.717,8.833,13.301
26,-6.360,7.345,12.576
28,-8.046,4.249,9.286
30,-9.105,1.485,6.722
32,-11.405,-0.851,4.551
34,-12.835,-3.599,2.042
36,-14.455,-4.281,-0.375
38,-14.512,-7.817,-2.673
40,-14.655,-9.645,-6.160
42,-16.241,-11.534,-9.060
44,-16.343,-12.399,-10.267
46,-15.118,-13.545,-11.775
48,-14.889,-15.348,-14.221
50,-14.903,-17.479,-15.697
52,-14.399,-16.774,-18.108
54,-11.654,-17.950,-19.003
56,-11.158,-17.737,-20.127
58,-9.659,-16.725,-19.527
60,-7.051,-18.028,-20.582
62,-6.166,-16.708,-19.016
64,-3.063,-15.428,-20.177
66,-1.071,-14.802,-18.011
68,0.481,-12.395,-17.346
70,2.942,-10.239,-16.784
72,3.624,-8.120,-14.592
74,6.595,-6.526,-12.370
76,9.368,-3.871,-9.685
78,10.215,-2.891,-6.983
80,11.867,0.130,-5.513
82,13.910,2.246,-1.987
84,15.659,4.899,-0.561
86,15.613,6.407,2.835
88,16.176,9.242,4.209
90,16.671,10.494,7.600
92,17.490,13.157,10.030
94,18.334,14.587,11.890
96,16.916,16.604,14.860
98,16.932,16.719,17.083
100,17.320,19.300,18.359
