percent,ankle,knee,hip
0,25.791,3.624,15.255
2,25.644,6.750,16.214
4,27.045,9.343,18.404
6,26.374,11.687,21.389
8,25.782,13.947,22.174
10,25.285,17.761,23.558
12,24.070,20.006,25.540
14,22.435,20.473,24.502
16,19.961,21.663,25.500
18,16.115,24.335,25.793
20,15.105,24.859,23.531
22,11.804,24.708,23.892
24,7.681,26.307,21.207
26,5.205,26.330,20.187
28,1.151,25.165,18.097
30,-1.851,23.861,15.020
32,-4.992,21.816,14.174
34,-7.249,21.696,9.859
36,-10.256,19.177,7.542
38,-14.066,17.334,5.719
40,-15.083,14.250,2.512
42,-17.314,10.473,-0.569
44,-19.227,8.267,-4.571
46,-20.990,5.225,-7.616
48,-22.805,2.104,-10.840
50,-24.744,-1.629,-11.910
52,-23.849,-3.096,-14.361
54,-24.742,-6.735,-18.130
56,-24.652,-9.412,-19.124
58,-23.946,-11.587,-20.069
60,-23.458,-14.971,-22.375
62,-20.880,-16.403,-22.552
64,-18.916,-18.579,-24.256
66,-18.338,-21.455,-22.669
68,-15.419,-21.282,-22.262
70,-11.947,-23.540,-22.224
72,-8.502,-23.492,-20.846
74,-7.385,-24.316,-19.995
76,-3.128,-23.979,-18.731
78,0.451,-22.058,-15.661
80,3.338,-21.993,-14.502
82,7.019,-20.451,-10.868
84,9.815,-17.869,-9.114
86,11.957,-17.708,-6.663
88,14.575,-15.354,-3.143
90,17.076,-11.367,0.032
92,19.225,-10.221,4.277
94,21.504,-6.517,6.898
96,23.097,-3.478,9.972
98,24.652,-1.089,11.262
100,25.741,2.863,13.882
