percent,ankle,knee,hip
0,24.404,2.235,12.355
2,21.441,4.205,13.891
4,20.561,8.746,13.674
6,19.612,11.132,14.794
8,17.577,14.544,16.145
10,14.415,16.090,17.026
12,11.052,18.321,17.061
14,9.150,19.630,16.901
16,5.496,22.264,16.033
18,3.130,24.389,16.285
20,-0.228,24.547,14.979
22,-3.461,26.469,14.868
24,-7.243,25.483,12.932
26,-9.756,25.216,13.162
28,-12.004,25.908,10.295
30,-14.009,24.815,10.252
32,-16.718,24.060,8.283
34,-18.230,22.303,5.911
36,-21.120,19.392,4.493
38,-22.101,18.012,0.842
40,-22.962,14.485,-1.099
42,-23.345,11.964,-2.666
44,-23.386,9.489,-3.755
46,-22.560,6.747,-6.673
48,-22.218,3.946,-7.097
50,-22.514,0.547,-10.247
52,-21.187,-3.161,-10.580
54,-18.045,-5.476,-12.007
56,-17.766,-8.497,-13.542
58,-14.790,-11.279,-13.730
60,-12.469,-13.400,-14.273
62,-10.338,-16.461,-14.708
64,-6.553,-17.687,-15.226
66,-4.287,-19.745,-15.396
68,0.028,-21.619,-15.277
70,2.847,-22.188,-13.129
72,4.765,-23.194,-12.373
74,7.619,-24.667,-12.402
76,11.665,-23.501,-10.776
78,13.116,-24.061,-8.758
80,15.877,-21.540,-7.398
82,17.735,-22.096,-5.839
84,20.718,-19.660,-4.442
86,22.068,-17.977,-1.668
88,23.644,-15.838,-0.181
90,25.032,-13.625,1.794
92,25.171,-9.452,4.343
94,25.266,-8.050,6.573
96,25.867,-4.631,8.810
98,23.899,-1.777,10.908
100,24.048,0.975,11.494
