percent,ankle,knee,hip
0,5.492,17.661,9.116
2,7.269,19.410,9.792
4,8.196,21.009,11.691
6,8.687,21.318,13.635
8,9.749,21.484,14.907
10,11.336,22.468,15.933
12,11.566,22.001,16.398
14,11.947,22.655,16.024
16,11.948,22.477,17.277
18,11.710,21.409,15.657
20,13.375,20.743,16.418
22,12.878,18.521,16.468
24,11.262,17.802,14.719
26,10.435,13.954,13.936
28,10.583,11.607,13.234
30,8.775,10.822,11.066
32,7.898,8.072,8.941
34,6.770,5.139,7.661
36,5.067,2.595,6.707
38,4.024,-1.173,3.653
40,3.195,-3.520,2.813
42,1.383,-6.306,1.275
44,-0.687,-8.793,-2.057
46,-1.591,-11.195,-2.249
48,-2.560,-12.479,-5.354
50,-4.165,-15.349,-7.520
52,-4.558,-17.103,-7.837
54,-6.120,-19.269,-10.363
56,-7.209,-19.615,-10.807
58,-9.144,-20.806,-11.894
60,-8.719,-21.661,-12.323
62,-9.682,-21.097,-13.402
64,-11.166,-21.233,-14.922
66,-11.381,-20.461,-15.330
68,-11.234,-18.727,-14.262
70,-10.646,-17.384,-13.695
72,-11.086,-17.011,-12.908
74,-9.681,-14.429,-12.371
76,-8.461,-13.266,-12.087
78,-7.567,-10.332,-10.655
80,-7.545,-8.484,-8.578
82,-5.444,-4.796,-7.000
84,-4.073,-3.633,-5.883
86,-3.152,-0.346,-3.431
88,-2.857,2.599,-2.178
90,-0.926,6.063,-0.543
92,1.411,8.355,1.336
94,1.524,10.104,2.393
96,2.641,12.028,4.327
98,4.482,16.063,7.792
100,5.289,17.188,9.340
