percent,ankle,knee,hip
0,10.670,3.736,11.758
2,11.618,6.970,9.086
4,13.964,10.274,7.839
6,14.821,11.068,6.944
8,15.996,13.553,4.901
10,15.325,14.895,3.315
12,17.151,18.092,1.711
14,15.934,19.570,-0.893
16,15.492,19.985,-2.063
18,16.363,20.683,-2.540
20,15.241,21.281,-5.686
22,13.949,20.881,-6.345
24,14.722,20.722,-7.487
26,12.429,20.590,-8.373
28,11.479,18.992,-9.464
30,9.349,18.022,-11.789
32,7.568,18.484,-11.322
34,6.804,16.396,-12.216
36,4.259,13.859,-13.395
38,1.612,11.472,-12.417
40,-0.304,10.875,-13.355
42,-0.684,8.044,-12.957
44,-4.152,5.000,-12.288
46,-6.303,3.348,-10.776
48,-7.483,0.441,-9.082
50,-8.940,-1.966,-9.435
52,-11.043,-4.512,-8.454
54,-11.679,-8.348,-5.727
56,-11.595,-9.505,-4.985
58,-12.370,-10.991,-2.554
60,-13.322,-13.927,-0.599
62,-13.968,-14.463,-0.191
64,-14.438,-16.550,1.831
66,-14.521,-17.112,3.432
68,-15.035,-18.749,4.531
70,-14.302,-19.725,6.433
72,-13.646,-19.146,7.663
74,-11.039,-18.466,10.099
76,-9.745,-18.834,11.682
78,-9.876,-17.507,11.781
80,-8.477,-17.626,13.764
82,-5.192,-16.337,13.067
84,-4.176,-14.616,15.175
86,-1.483,-12.473,13.928
88,-0.492,-10.516,14.380
90,1.455,-8.783,15.284
92,3.070,-6.059,15.118
94,5.282,-3.931,13.579
96,6.982,0.012,12.657
98,9.548,1.378,11.309
100,9.982,4.550,10.125
