percent,ankle,knee,hip
0,9.057,13.069,12.492
2,10.018,14.311,12.058
4,10.314,15.497,13.282
6,11.655,16.699,12.564
8,11.230,18.221,11.292
10,12.206,17.906,9.899
12,11.191,18.168,9.102
14,11.307,17.686,7.458
16,10.924,18.885,5.184
18,9.844,17.434,4.109
20,10.432,16.614,1.560
22,8.220,15.602,0.738
24,7.598,15.622,-1.339
26,6.893,12.648,-1.759
28,5.982,12.303,-4.849
30,3.919,10.035,-6.343
32,2.638,8.541,-6.085
34,2.182,6.354,-8.148
36,-0.465,3.875,-9.727
38,-1.418,1.241,-10.154
40,-2.881,0.090,-11.088
42,-4.261,-2.717,-10.295
44,-5.458,-4.949,-11.699
46,-5.431,-6.203,-12.345
48,-6.268,-9.217,-11.192
50,-7.180,-9.409,-11.720
52,-8.095,-11.253,-10.630
54,-8.129,-12.309,-9.832
56,-8.938,-14.541,-9.404
58,-10.020,-15.155,-8.048
60,-9.855,-15.021,-7.899
62,-8.477,-16.537,-5.992
64,-9.245,-16.090,-5.530
66,-8.208,-15.595,-3.053
68,-7.549,-16.583,-2.907
70,-7.270,-15.739,-1.289
72,-6.497,-15.085,0.470
74,-5.607,-12.286,2.878
76,-3.850,-12.445,3.819
78,-4.445,-9.581,6.412
80,-2.563,-8.645,6.498
82,-0.653,-5.546,8.439
84,0.388,-3.515,9.894
86,1.166,-1.381,10.832
88,2.160,-0.607,11.064
90,4.350,2.255,12.938
92,6.077,4.511,13.191
94,5.942,5.651,13.808
96,6.845,7.789,14.575
98,9.040,10.146,14.536
100,8.735,11.413,12.527
