percent,ankle,knee,hip
0,12.894,28.274,14.262
2,11.455,29.059,13.062
4,10.723,30.369,12.506
6,9.537,28.889,9.945
8,8.884,28.152,8.596
10,6.793,28.403,6.770
12,4.739,27.140,4.622
14,3.182,24.335,2.163
16,2.427,21.822,-1.197
18,1.012,18.943,-1.918
20,-2.350,17.446,-5.293
22,-2.256,14.260,-7.374
24,-4.144,9.303,-8.261
26,-5.783,6.168,-10.997
28,-8.165,2.320,-11.669
30,-9.179,0.358,-12.655
32,-9.766,-3.591,-13.105
34,-10.593,-7.208,-15.323
36,-12.321,-10.259,-15.313
38,-12.047,-14.524,-15.786
40,-12.732,-16.461,-15.951
42,-12.486,-19.385,-14.923
44,-11.499,-22.228,-15.985
46,-11.813,-23.658,-15.184
48,-11.101,-25.164,-14.735
50,-10.248,-25.853,-13.528
52,-10.316,-28.048,-11.272
54,-8.515,-26.980,-9.553
56,-7.759,-27.763,-8.850
58,-5.824,-26.073,-5.519
60,-4.229,-25.221,-3.489
62,-3.570,-24.998,-1.361
64,-1.554,-21.552,0.066
66,0.354,-19.951,1.738
68,1.867,-16.576,4.026
70,3.763,-15.137,7.153
72,5.698,-11.845,8.924
74,6.534,-7.872,10.349
76,7.592,-4.269,12.524
78,9.112,-1.176,13.559
80,11.675,2.098,15.118
82,12.289,5.829,17.000
84,13.242,8.888,17.939
86,13.013,12.221,17.456
88,13.480,15.256,17.780
90,15.329,18.038,17.314
92,13.968,22.198,18.724
94,13.503,22.873,16.983
96,14.436,25.392,16.771
98,13.033,26.562,15.926
100,13.447,28.153,14.117
