percent,ankle,knee,hip
0,11.052,14.482,10.491
2,14.038,14.051,12.074
4,15.645,11.381,11.391
6,18.265,9.821,11.617
8,19.484,8.893,11.494
10,20.475,7.107,11.097
12,21.634,4.496,8.824
14,23.853,1.766,9.001
16,23.906,0.967,7.277
18,23.621,-1.601,6.899
20,22.792,-3.360,4.576
22,23.845,-6.082,4.967
24,22.949,-6.937,2.732
26,20.206,-8.695,1.629
28,19.660,-11.930,-0.425
30,16.591,-13.089,-1.793
32,15.175,-12.656,-2.439
34,12.039,-13.753,-3.399
36,10.704,-14.379,-4.355
38,7.680,-16.670,-6.388
40,4.507,-16.133,-7.068
42,2.616,-15.939,-8.123
44,-1.263,-15.545,-8.518
46,-3.010,-14.646,-8.320
48,-7.523,-14.840,-9.098
50,-8.576,-12.223,-8.493
52,-11.835,-11.982,-10.042
54,-13.964,-10.247,-9.714
56,-16.236,-7.697,-9.173
58,-18.583,-5.933,-8.070
60,-19.886,-4.994,-7.432
62,-20.113,-3.082,-7.721
64,-21.863,-0.508,-6.052
66,-21.492,1.439,-6.436
68,-21.221,3.530,-4.011
70,-22.702,4.805,-2.628
72,-20.766,7.422,-2.740
74,-19.275,10.193,-0.305
76,-17.989,11.914,0.739
78,-17.483,13.223,1.926
80,-14.942,14.480,2.384
82,-13.948,15.900,4.278
84,-11.623,17.339,5.268
86,-8.402,18.017,6.110
88,-4.819,17.551,6.930
90,-2.737,18.217,7.597
92,-0.103,17.200,8.769
94,3.881,17.490,11.087
96,6.784,16.131,10.226
98,7.922,16.442,10.658
100,11.960,14.935,10.546
