percent,ankle,knee,hip
0,12.789,13.493,10.129
2,15.831,14.788,10.584
4,15.642,15.659,11.185
6,17.175,14.620,12.173
8,18.843,15.699,11.760
10,18.317,16.560,10.559
12,18.757,15.206,11.057
14,19.029,15.581,10.739
16,19.175,14.660,10.251
18,18.102,14.586,8.069
20,16.974,12.566,7.874
22,15.790,10.950,7.621
24,15.858,9.745,6.740
26,13.280,9.326,4.419
28,12.316,6.783,4.184
30,10.541,5.226,1.704
32,8.660,4.079,0.843
34,5.611,1.693,-0.479
36,2.875,-0.245,-1.168
38,2.001,-1.832,-2.437
40,-0.791,-4.001,-3.956
42,-4.181,-5.749,-4.951
44,-5.841,-7.921,-6.617
46,-8.347,-9.077,-8.023
48,-9.522,-9.127,-7.058
50,-12.409,-11.248,-8.499
52,-13.469,-11.821,-8.750
54,-13.774,-12.238,-8.973
56,-14.759,-13.355,-9.595
58,-15.784,-12.819,-10.325
60,-17.573,-14.356,-8.728
62,-18.093,-12.589,-8.506
64,-17.351,-12.906,-7.379
66,-16.699,-11.967,-7.746
68,-16.399,-12.342,-7.053
70,-15.421,-10.308,-5.478
72,-15.366,-10.193,-4.144
74,-13.681,-7.442,-4.548
76,-11.826,-7.108,-3.105
78,-9.717,-4.535,-1.815
80,-7.817,-3.290,-1.020
82,-5.482,-1.337,2.235
84,-3.003,-0.487,1.859
86,-1.950,2.167,3.485
88,0.028,4.250,5.301
90,2.284,4.920,5.256
92,5.696,7.454,7.728
94,7.109,9.020,9.251
96,9.631,9.507,8.983
98,11.419,12.395,9.895
100,13.656,13.027,9.797
