percent,ankle,knee,hip
0,4.374,18.945,2.837
2,6.010,21.157,6.155
4,7.654,21.876,9.878
6,11.504,22.484,13.076
8,13.553,23.589,15.826
10,13.987,24.804,16.637
12,16.611,24.942,19.300
14,18.254,23.922,21.471
16,18.476,22.623,23.763
18,20.350,21.461,24.500
20,21.417,20.054,26.429
22,21.450,19.493,25.388
24,22.075,17.403,25.673
26,21.067,15.101,26.477
28,19.673,12.525,25.168
30,19.074,9.705,23.404
32,17.764,6.545,23.470
34,16.514,5.371,20.938
36,14.240,0.842,18.063
38,13.515,-0.453,17.362
40,10.432,-5.039,14.895
42,9.061,-7.521,10.338
44,6.929,-10.455,8.331
46,3.688,-12.295,4.281
48,0.469,-13.759,1.755
50,-1.715,-16.210,-0.312
52,-4.465,-18.439,-3.745
54,-6.553,-20.355,-7.079
56,-8.689,-20.649,-9.335
58,-10.910,-21.630,-13.736
60,-13.772,-21.395,-16.069
62,-14.026,-21.397,-18.621
64,-16.826,-21.887,-18.848
66,-17.367,-21.822,-21.375
68,-18.776,-19.683,-22.622
70,-19.190,-19.127,-24.235
72,-18.945,-16.418,-24.149
74,-20.390,-15.617,-23.643
76,-18.512,-12.839,-23.679
78,-17.541,-10.597,-23.933
80,-17.093,-7.413,-22.363
82,-17.207,-5.577,-21.334
84,-14.309,-2.327,-19.545
86,-13.687,0.212,-16.117
88,-11.554,3.730,-13.767
90,-8.542,6.316,-12.725
92,-7.109,8.782,-8.887
94,-4.373,11.104,-5.531
96,-0.957,14.763,-2.229
98,0.074,16.258,0.660
100,2.539,18.161,4.007
