percent,ankle,knee,hip
0,2.111,7.940,13.045
2,2.992,7.128,11.793
4,6.043,5.723,9.232
6,7.400,3.825,6.547
8,7.713,3.803,4.895
10,10.374,1.319,1.683
12,10.792,0.892,-1.153
14,12.310,-1.416,-2.944
16,12.208,-1.362,-5.832
18,13.317,-2.790,-7.252
20,13.686,-4.305,-10.226
22,13.382,-5.493,-10.885
24,14.352,-5.993,-13.847
26,13.878,-6.596,-15.502
28,12.853,-8.586,-16.547
30,12.586,-7.518,-16.544
32,11.711,-9.238,-18.088
34,10.818,-9.236,-18.046
36,9.185,-8.709,-18.387
38,9.452,-9.527,-18.892
40,7.793,-8.065,-18.150
42,6.446,-9.419,-17.913
44,3.987,-8.416,-15.385
46,3.290,-7.585,-15.473
48,1.466,-6.291,-12.942
50,0.148,-6.269,-12.378
52,-1.993,-4.934,-9.423
54,-4.033,-3.439,-6.830
56,-5.798,-2.489,-5.160
58,-6.943,-2.237,-3.007
60,-8.217,0.815,0.234
62,-8.719,1.678,1.165
64,-9.223,1.696,3.693
66,-9.600,2.908,6.816
68,-11.563,5.183,9.184
70,-11.045,6.194,11.351
72,-11.779,6.587,13.934
74,-11.035,8.831,16.021
76,-10.778,8.351,17.067
78,-11.069,10.068,18.650
80,-9.953,10.683,18.346
82,-10.503,10.619,19.998
84,-9.230,10.502,21.558
86,-7.468,11.900,21.542
88,-7.123,10.448,21.227
90,-5.114,10.029,19.975
92,-3.198,11.108,19.064
94,-2.866,10.585,17.565
96,0.058,8.603,16.150
98,0.166,8.143,15.639
100,3.220,8.472,14.155
