percent,ankle,knee,hip
0,17.442,11.919,10.431
2,16.963,9.248,10.301
4,15.920,8.812,12.850
6,15.240,5.287,12.146
8,12.673,2.552,12.979
10,12.413,0.214,13.356
12,9.961,-1.638,13.315
14,9.597,-3.277,12.907
16,7.284,-6.638,11.736
18,4.855,-8.510,12.476
20,3.864,-8.889,11.835
22,0.694,-11.553,10.432
24,-0.486,-13.665,8.658
26,-3.589,-15.478,7.419
28,-5.607,-15.181,7.746
30,-6.408,-15.922,5.562
32,-8.557,-16.317,3.935
34,-10.387,-17.552,2.635
36,-10.493,-17.837,1.269
38,-11.634,-16.664,0.568
40,-14.126,-17.549,-2.678
42,-13.706,-16.768,-3.509
44,-14.726,-15.408,-4.261
46,-14.706,-13.669,-5.837
48,-14.325,-12.418,-7.426
50,-15.417,-9.656,-7.441
52,-15.131,-8.413,-9.425
54,-14.188,-6.459,-10.155
56,-13.473,-4.242,-9.542
58,-11.076,-0.569,-11.348
60,-10.847,-0.115,-10.468
62,-9.356,2.818,-11.947
64,-6.137,5.019,-10.934
66,-5.184,6.893,-11.061
68,-3.227,10.577,-10.197
70,-1.925,12.690,-10.216
72,0.362,14.084,-8.179
74,1.984,14.356,-7.921
76,5.303,15.666,-5.906
78,6.850,17.438,-4.550
80,8.405,18.380,-4.485
82,10.773,18.783,-2.340
84,11.543,20.266,-1.444
86,12.351,18.778,0.190
88,14.804,18.561,2.468
90,15.750,17.757,3.944
92,16.996,18.015,4.863
94,16.898,16.961,6.424
96,16.848,15.596,8.698
98,17.665,14.515,8.745
100,17.019,12.722,11.105
