percent,ankle,knee,hip
0,5.034,22.844,25.553
2,6.186,20.736,27.504
4,7.848,19.229,29.674
6,10.426,18.183,29.877
8,10.753,17.240,29.652
10,11.975,14.281,31.372
12,12.940,11.732,30.274
14,15.523,8.380,27.974
16,15.238,6.970,28.405
18,15.908,4.288,25.210
20,15.710,0.600,23.409
22,17.186,-1.724,20.153
24,15.443,-4.329,18.894
26,15.645,-7.194,15.778
28,13.801,-10.902,11.480
30,13.172,-13.226,7.099
32,12.232,-13.871,4.829
34,11.385,-16.611,0.056
36,10.101,-18.900,-3.022
38,8.088,-20.494,-7.639
40,7.336,-20.867,-9.950
42,5.385,-21.604,-13.024
44,2.764,-20.732,-17.322
46,1.730,-22.015,-19.369
48,-1.292,-20.750,-21.207
50,-2.980,-19.803,-23.160
52,-4.897,-18.691,-26.356
54,-6.249,-19.073,-27.115
56,-8.884,-15.752,-27.217
58,-9.906,-13.520,-28.414
60,-10.956,-12.273,-28.710
62,-10.994,-9.929,-27.345
64,-12.681,-7.990,-27.531
66,-14.404,-4.110,-25.788
68,-13.308,-2.515,-23.923
70,-13.660,1.424,-21.015
72,-13.238,3.639,-19.053
74,-13.694,7.512,-16.119
76,-12.942,9.729,-13.287
78,-12.191,12.211,-8.704
80,-11.103,13.810,-6.106
82,-11.712,17.575,-1.936
84,-9.156,19.142,0.628
86,-7.098,19.719,4.868
88,-6.773,21.808,7.920
90,-4.105,23.347,11.858
92,-2.095,22.453,16.351
94,-0.797,23.582,18.707
96,0.994,23.134,21.967
98,2.393,23.988,23.298
100,3.986,22.228,25.276
