percent,ankle,knee,hip
0,11.344,18.968,23.631
2,12.545,16.658,23.039
4,13.032,14.648,21.956
6,13.382,11.116,19.889
8,13.498,6.661,18.174
10,14.447,4.636,18.014
12,15.396,0.383,14.903
14,15.004,-4.111,13.930
16,15.087,-7.140,9.860
18,13.144,-9.783,8.922
20,13.462,-13.031,6.517
22,11.906,-15.554,2.094
24,10.957,-19.408,-0.348
26,10.961,-21.425,-1.949
28,9.267,-22.412,-6.067
30,8.482,-24.103,-7.957
32,6.612,-26.204,-10.321
34,3.333,-26.207,-12.898
36,2.056,-28.042,-13.615
38,0.238,-26.872,-16.383
40,-1.099,-26.211,-18.158
42,-1.780,-25.725,-19.665
44,-4.771,-24.332,-19.816
46,-6.570,-23.148,-20.339
48,-7.706,-19.923,-21.181
50,-8.465,-18.392,-21.653
52,-8.906,-13.872,-19.989
54,-10.929,-11.226,-19.025
56,-11.265,-7.950,-18.385
58,-12.097,-5.604,-16.215
60,-12.205,-0.917,-15.785
62,-12.900,2.505,-13.351
64,-12.694,4.912,-10.116
66,-12.557,9.267,-8.378
68,-12.482,11.637,-6.981
70,-10.962,15.816,-3.771
72,-10.124,17.494,-1.800
74,-10.012,21.729,2.246
76,-8.042,22.994,5.049
78,-7.690,25.198,6.439
80,-5.015,27.453,10.114
82,-4.341,28.116,11.772
84,-2.441,27.986,14.859
86,-1.323,30.032,16.208
88,0.389,29.057,19.268
90,2.496,27.787,20.133
92,5.431,26.555,21.310
94,6.197,26.033,22.719
96,6.911,24.631,22.326
98,9.395,22.774,23.772
100,11.136,20.340,23.572
