percent,ankle,knee,hip
0,18.005,7.687,13.330
2,17.379,8.919,13.462
4,16.983,10.241,12.134
6,14.949,12.445,9.458
8,14.877,12.330,7.869
10,12.952,13.235,7.061
12,10.977,14.423,4.707
14,10.402,14.080,3.674
16,7.390,15.164,1.340
18,4.731,14.042,-0.052
20,4.692,14.062,-1.988
22,0.887,13.248,-4.448
24,-0.052,12.984,-6.270
26,-2.266,12.280,-7.395
28,-4.146,11.050,-10.430
30,-6.129,9.535,-11.479
32,-7.584,7.646,-12.287
34,-9.843,7.604,-13.830
36,-10.500,5.233,-13.431
38,-12.098,4.378,-13.557
40,-12.916,2.351,-14.955
42,-14.360,0.871,-13.965
44,-15.577,-1.951,-14.742
46,-15.129,-4.047,-13.498
48,-15.376,-4.318,-12.813
50,-14.597,-6.234,-11.131
52,-15.198,-7.866,-10.755
54,-14.110,-8.459,-9.918
56,-12.821,-10.268,-8.909
58,-12.192,-11.627,-6.379
60,-10.673,-10.750,-4.518
62,-9.002,-12.737,-3.351
64,-7.621,-12.745,-1.374
66,-5.174,-12.463,1.603
68,-4.579,-12.524,3.395
70,-1.984,-12.883,4.437
72,-0.242,-12.160,5.884
74,3.330,-11.079,7.823
76,4.246,-10.810,10.987
78,5.378,-8.540,11.994
80,7.808,-8.006,13.190
82,9.824,-5.806,15.121
84,11.220,-3.968,15.643
86,13.111,-2.463,16.419
88,14.990,-0.717,16.377
90,15.993,1.055,17.450
92,16.410,1.072,15.715
94,16.136,4.310,17.004
96,17.620,6.142,16.183
98,17.878,7.603,15.264
100,16.587,9.063,14.875
