percent,ankle,knee,hip
0,22.127,23.834,3.248
2,24.029,23.162,7.450
4,24.692,21.871,10.555
6,24.756,20.116,12.597
8,25.501,18.961,15.981
10,24.889,15.570,17.875
12,23.932,13.448,20.042
14,23.103,10.933,21.634
16,21.367,8.772,21.926
18,20.706,5.359,23.863
20,18.752,2.212,24.138
22,15.496,-0.722,25.649
24,13.662,-3.158,24.824
26,11.518,-5.946,23.665
28,7.128,-9.154,23.945
30,4.585,-12.399,23.615
32,2.659,-14.788,22.278
34,-0.179,-15.971,18.950
36,-4.696,-18.580,17.392
38,-6.226,-19.314,14.798
40,-10.401,-21.362,13.430
42,-11.884,-21.373,10.748
44,-14.557,-21.895,7.154
46,-16.644,-22.177,3.748
48,-17.747,-22.973,1.843
50,-21.054,-22.773,-1.391
52,-20.481,-21.929,-5.167
54,-21.234,-20.471,-8.007
56,-23.632,-18.292,-10.180
58,-22.887,-15.901,-13.702
60,-21.909,-15.026,-15.553
62,-21.389,-11.962,-16.517
64,-20.099,-8.955,-18.289
66,-20.137,-7.050,-21.240
68,-17.394,-3.753,-22.450
70,-15.245,-0.995,-22.064
72,-13.206,2.314,-22.801
74,-10.575,5.183,-23.181
76,-7.934,8.865,-22.095
78,-5.389,11.643,-21.973
80,-3.699,13.019,-21.735
82,-0.873,15.902,-18.503
84,2.038,17.418,-17.833
86,5.026,20.698,-14.864
88,9.453,22.105,-12.718
90,11.214,23.303,-11.083
92,14.133,24.555,-8.041
94,17.243,24.881,-5.452
96,19.425,24.964,-1.943
98,20.056,23.623,1.525
100,22.547,24.106,2.850
