percent,ankle,knee,hip
0,13.694,28.506,15.375
2,12.308,29.487,11.472
4,11.029,28.070,10.945
6,7.144,28.192,7.821
8,6.102,28.726,5.272
10,2.151,27.305,3.711
12,-0.217,24.610,1.311
14,-1.761,22.760,-1.751
16,-4.850,21.702,-3.556
18,-7.820,19.245,-6.503
20,-10.107,16.288,-8.332
22,-10.742,13.387,-11.303
24,-13.516,9.929,-13.328
26,-15.791,6.028,-13.945
28,-16.982,3.291,-16.254
30,-17.147,-1.919,-17.883
32,-19.086,-3.624,-18.568
34,-19.846,-8.348,-18.487
36,-19.225,-10.260,-18.516
38,-18.685,-13.613,-19.158
40,-19.211,-17.710,-18.844
42,-19.008,-18.898,-17.246
44,-17.559,-21.348,-16.309
46,-16.792,-24.252,-15.229
48,-14.757,-24.586,-14.625
50,-13.093,-25.847,-12.576
52,-9.976,-26.218,-10.487
54,-9.264,-27.201,-8.071
56,-5.344,-27.145,-5.666
58,-3.891,-25.584,-2.999
60,-2.068,-24.279,-0.383
62,0.803,-22.668,1.287
64,4.225,-21.780,3.552
66,7.387,-19.622,7.193
68,9.243,-16.466,8.055
70,11.431,-12.875,11.741
72,13.266,-9.900,13.320
74,15.953,-6.800,15.110
76,16.414,-3.140,16.888
78,17.838,-0.391,17.951
80,19.019,3.547,19.269
82,21.289,5.713,19.698
84,21.959,9.158,20.078
86,21.988,12.560,21.829
88,21.782,15.565,21.657
90,20.041,18.747,20.952
92,19.642,21.368,20.945
94,19.436,23.882,18.642
96,18.008,25.455,17.900
98,16.574,26.087,16.876
100,14.223,28.026,15.123
