percent,ankle,knee,hip
0,3.422,20.081,13.384
2,5.263,20.736,11.366
4,9.360,18.497,10.285
6,12.224,18.425,6.549
8,13.108,17.520,4.622
10,16.192,15.531,1.592
12,17.662,13.980,-1.098
14,20.765,12.003,-3.492
16,21.191,8.848,-5.797
18,23.031,7.206,-8.128
20,24.033,5.735,-9.513
22,23.669,2.393,-11.934
24,23.630,-0.967,-14.270
26,24.178,-3.029,-16.103
28,23.169,-5.763,-18.424
30,22.993,-6.944,-17.820
32,21.573,-9.951,-19.307
34,20.201,-11.871,-19.734
36,17.404,-12.044,-19.390
38,14.617,-13.926,-19.891
40,13.837,-15.058,-20.155
42,10.654,-16.318,-17.777
44,7.611,-18.483,-16.911
46,5.569,-17.780,-16.840
48,1.119,-18.076,-14.292
50,-1.009,-18.315,-12.787
52,-4.221,-17.626,-10.894
54,-7.730,-17.318,-7.114
56,-10.401,-15.816,-5.419
58,-11.604,-14.471,-2.468
60,-13.565,-14.180,-0.899
62,-17.200,-12.205,2.370
64,-17.900,-8.903,4.256
66,-19.342,-6.624,7.072
68,-20.662,-4.967,10.089
70,-20.796,-3.870,11.667
72,-22.609,0.516,13.920
74,-21.715,1.923,16.873
76,-22.277,4.310,17.710
78,-21.452,6.331,18.769
80,-19.496,9.673,20.959
82,-18.572,11.510,22.301
84,-18.151,13.760,22.537
86,-16.297,15.394,22.606
88,-12.331,17.579,21.117
90,-10.484,18.955,21.116
92,-9.207,18.821,20.858
94,-5.932,19.183,20.361
96,-2.569,19.330,17.880
98,0.583,20.938,15.347
100,3.360,19.789,14.954
