percent,ankle,knee,hip
0,4.844,9.059,11.443
2,7.622,10.892,9.889
4,10.255,12.739,7.365
6,11.415,14.632,6.549
8,12.507,15.916,5.552
10,15.900,15.618,3.320
12,16.939,16.994,0.754
14,17.794,17.047,-0.428
16,19.004,16.466,-1.748
18,20.531,16.736,-3.051
20,20.641,15.842,-4.867
22,21.039,15.711,-5.676
24,19.790,14.382,-8.168
26,20.590,13.894,-8.349
28,18.157,10.876,-10.503
30,18.243,9.647,-10.891
32,17.223,9.393,-11.096
34,15.446,7.044,-12.716
36,12.382,5.122,-13.002
38,11.406,2.506,-13.381
40,9.399,1.662,-11.804
42,6.175,-0.310,-12.320
44,5.132,-2.705,-11.853
46,2.852,-4.379,-10.312
48,-0.109,-5.965,-8.793
50,-3.271,-8.932,-7.798
52,-4.725,-9.755,-7.416
54,-6.996,-10.463,-5.096
56,-9.568,-11.484,-4.815
58,-11.538,-13.463,-2.013
60,-13.514,-14.166,-0.922
62,-15.037,-15.046,-0.090
64,-16.911,-15.400,2.502
66,-16.875,-13.568,3.848
68,-17.899,-14.183,6.270
70,-17.884,-13.729,6.743
72,-18.910,-12.773,9.210
74,-18.517,-13.003,9.328
76,-17.272,-10.176,10.307
78,-16.331,-9.039,11.323
80,-14.897,-9.028,12.587
82,-15.317,-6.998,14.317
84,-12.271,-3.976,14.041
86,-10.858,-2.426,14.436
88,-10.057,-0.829,14.837
90,-7.994,0.391,14.689
92,-4.060,2.509,14.004
94,-2.743,5.566,13.716
96,0.334,6.646,13.587
98,1.700,9.196,12.231
100,5.418,9.993,9.576
