percent,ankle,knee,hip
0,5.956,12.273,23.257
2,9.415,13.416,23.238
4,12.977,13.075,23.491
6,15.856,13.578,22.388
8,18.112,11.706,22.277
10,19.283,12.276,19.196
12,21.628,10.161,18.765
14,23.196,10.317,16.618
16,25.432,9.957,13.744
18,25.274,7.296,12.537
20,25.025,7.773,10.055
22,26.800,5.115,6.470
24,25.694,3.597,4.210
26,24.585,2.047,2.567
28,23.670,0.429,-0.513
30,23.258,-0.915,-3.123
32,19.879,-2.606,-7.084
34,19.209,-3.706,-8.934
36,15.382,-4.142,-11.969
38,14.280,-6.862,-14.042
40,10.403,-6.962,-14.985
42,7.203,-7.370,-17.636
44,4.158,-9.108,-19.564
46,0.752,-10.626,-19.094
48,-2.611,-11.065,-20.160
50,-4.525,-9.973,-21.735
52,-8.230,-10.613,-20.744
54,-11.191,-11.440,-21.005
56,-13.634,-11.098,-19.396
58,-15.175,-10.352,-20.170
60,-17.748,-9.457,-18.862
62,-19.144,-8.248,-16.532
64,-20.788,-8.996,-15.336
66,-22.588,-6.662,-12.146
68,-24.223,-5.809,-9.623
70,-24.879,-4.339,-8.345
72,-23.290,-3.357,-4.121
74,-24.600,-2.123,-1.781
76,-22.410,-0.283,-0.081
78,-20.979,1.224,2.660
80,-20.638,2.903,5.544
82,-19.215,4.149,7.638
84,-16.383,4.865,10.248
86,-14.713,6.224,12.947
88,-12.146,7.467,16.174
90,-9.121,9.135,16.895
92,-5.440,9.751,18.495
94,-2.724,9.998,21.242
96,0.173,11.384,22.784
98,4.788,12.609,21.991
100,6.542,13.606,22.223
