percent,ankle,knee,hip
0,0.721,12.874,12.429
2,3.672,15.548,10.672
4,5.054,15.831,9.090
6,8.054,18.991,7.700
8,8.762,19.773,5.517
10,10.475,20.003,2.435
12,12.078,21.923,1.278
14,13.322,21.838,-1.438
16,14.412,20.698,-3.854
18,15.878,21.383,-5.837
20,16.752,21.704,-6.220
22,17.545,19.090,-9.483
24,17.948,17.963,-10.320
26,16.556,17.423,-11.815
28,16.943,14.546,-12.859
30,16.614,12.929,-12.902
32,15.028,11.358,-14.377
34,15.631,9.031,-14.981
36,12.683,6.264,-16.049
38,13.093,4.064,-15.201
40,10.672,0.970,-14.958
42,8.553,-0.502,-14.639
44,7.718,-3.877,-13.171
46,5.284,-5.556,-11.610
48,3.360,-8.385,-11.390
50,0.560,-10.729,-9.831
52,-0.490,-13.582,-7.738
54,-3.776,-14.287,-5.620
56,-5.689,-17.230,-4.254
58,-7.370,-18.056,-3.740
60,-9.178,-19.369,-0.944
62,-10.353,-18.715,0.368
64,-11.794,-18.826,3.286
66,-12.967,-20.648,5.127
68,-13.202,-19.942,7.120
70,-15.177,-17.979,9.206
72,-15.765,-18.104,11.367
74,-15.985,-17.040,13.024
76,-14.431,-15.074,14.435
78,-15.602,-12.318,14.426
80,-14.616,-11.022,15.747
82,-14.197,-8.793,15.657
84,-13.663,-6.370,16.839
86,-12.264,-4.308,17.175
88,-9.553,-0.883,16.716
90,-8.900,0.957,17.768
92,-7.239,3.899,15.545
94,-5.027,5.711,16.398
96,-3.471,7.983,14.260
98,-1.140,10.067,13.347
100,1.393,12.887,12.133
