percent,ankle,knee,hip
0,15.039,26.950,19.762
2,19.220,26.526,18.920
4,20.708,26.610,20.482
6,22.102,24.072,19.243
8,24.757,22.714,20.621
10,26.374,21.432,19.304
12,26.111,17.636,18.223
14,26.376,15.179,16.085
16,27.504,12.366,15.920
18,26.531,9.399,13.976
20,26.049,7.505,12.674
22,25.157,2.794,10.959
24,22.679,0.543,7.915
26,21.475,-2.800,6.324
28,18.810,-7.423,2.785
30,16.857,-9.299,0.159
32,14.123,-12.861,-1.616
34,11.919,-15.438,-4.253
36,8.490,-18.314,-6.160
38,5.610,-19.767,-7.660
40,0.969,-22.649,-10.083
42,-1.557,-22.550,-11.813
44,-4.411,-25.493,-12.888
46,-7.725,-25.153,-15.894
48,-11.530,-25.626,-16.603
50,-14.063,-26.286,-16.676
52,-16.709,-25.345,-16.846
54,-18.932,-24.546,-17.004
56,-21.285,-21.948,-18.409
58,-22.810,-21.164,-17.782
60,-23.471,-19.347,-17.553
62,-25.732,-16.896,-16.535
64,-24.607,-13.865,-15.024
66,-24.833,-10.298,-13.169
68,-24.402,-8.325,-11.078
70,-24.314,-4.125,-10.652
72,-24.049,-1.999,-7.587
74,-21.120,1.556,-6.465
76,-19.149,5.364,-3.059
78,-18.059,7.704,-0.512
80,-14.636,11.040,0.248
82,-12.157,13.774,3.272
84,-10.261,18.113,5.651
86,-7.244,20.344,8.358
88,-3.051,21.363,10.635
90,0.100,23.766,11.222
92,3.577,26.071,14.265
94,7.470,26.334,15.460
96,9.635,27.239,16.580
98,12.543,27.121,17.535
100,16.696,26.766,19.834
