percent,ankle,knee,hip
0,18.982,23.950,25.132
2,15.979,23.608,25.191
4,15.395,23.645,24.922
6,12.626,22.290,23.250
8,10.538,19.800,21.679
10,9.446,17.937,20.478
12,6.964,15.119,18.162
14,3.805,14.313,16.512
16,1.586,11.002,12.977
18,-1.257,8.958,10.784
20,-3.973,4.269,9.360
22,-5.892,2.896,5.830
24,-8.393,-0.546,2.170
26,-11.161,-3.416,0.482
28,-12.874,-5.752,-2.806
30,-15.303,-9.716,-5.699
32,-17.123,-12.756,-8.339
34,-17.972,-13.608,-12.117
36,-18.706,-17.064,-14.188
38,-18.634,-17.653,-15.383
40,-18.859,-20.968,-18.439
42,-19.262,-20.728,-19.185
44,-18.260,-21.808,-22.086
46,-19.198,-22.672,-21.636
48,-18.100,-23.586,-23.089
50,-15.531,-22.179,-22.321
52,-14.684,-21.176,-23.182
54,-12.556,-20.369,-22.928
56,-10.732,-20.315,-20.624
58,-9.499,-17.781,-19.963
60,-7.688,-16.115,-19.157
62,-5.158,-13.566,-15.879
64,-1.095,-10.691,-13.367
66,0.329,-9.426,-12.206
68,2.886,-5.178,-9.995
70,5.650,-3.422,-6.831
72,7.294,-0.508,-3.772
74,10.419,2.752,-0.842
76,13.687,5.399,1.929
78,13.883,7.957,4.697
80,15.969,11.605,8.682
82,17.496,13.243,10.475
84,19.291,15.930,13.796
86,19.599,19.245,16.946
88,21.364,19.981,17.831
90,22.077,23.006,20.842
92,21.666,23.932,21.192
94,21.502,24.888,23.675
96,21.209,25.295,24.821
98,18.993,23.992,24.764
100,17.557,25.576,25.073
