percent,ankle,knee,hip
0,20.970,4.483,18.228
2,20.706,7.525,19.127
4,18.994,9.915,18.231
6,19.575,12.232,18.791
8,17.661,13.614,18.055
10,16.008,15.833,15.992
12,13.439,17.594,15.968
14,12.330,18.674,14.289
16,11.134,18.460,12.016
18,7.052,20.019,11.054
20,5.860,20.840,9.180
22,2.176,20.729,6.432
24,0.564,20.833,4.240
26,-1.488,20.391,3.015
28,-5.106,18.314,1.254
30,-7.338,17.112,-1.944
32,-8.651,17.605,-3.435
34,-10.377,15.754,-6.788
36,-12.860,14.136,-8.596
38,-15.000,10.324,-10.558
40,-15.124,8.586,-12.057
42,-18.086,7.016,-12.509
44,-18.315,4.458,-13.529
46,-19.573,2.397,-15.185
48,-19.102,0.279,-15.970
50,-18.109,-3.016,-16.503
52,-18.176,-5.538,-17.398
54,-17.995,-7.054,-16.224
56,-17.698,-9.467,-16.819
58,-15.659,-12.231,-16.105
60,-13.570,-13.588,-14.046
62,-13.039,-15.307,-14.206
64,-10.603,-15.838,-11.758
66,-8.886,-17.194,-10.913
68,-6.253,-18.247,-9.029
70,-4.134,-17.352,-7.529
72,-1.834,-19.117,-4.404
74,1.384,-18.100,-3.736
76,4.351,-17.115,0.205
78,5.422,-17.678,0.679
80,8.545,-16.680,3.869
82,10.326,-14.652,5.977
84,12.279,-12.490,8.731
86,14.984,-11.909,10.113
88,16.900,-10.212,11.073
90,17.689,-6.846,14.541
92,20.196,-4.415,14.979
94,19.585,-3.043,17.212
96,20.499,-0.054,17.755
98,20.429,1.386,18.868
100,21.143,5.279,18.653
