percent,ankle,knee,hip
0,18.004,19.359,25.107
2,18.086,22.970,25.002
4,18.047,25.073,22.739
6,17.298,25.604,21.180
8,15.924,26.884,19.379
10,15.463,27.557,15.054
12,12.577,28.221,13.711
14,12.414,28.901,9.612
16,10.906,28.854,7.162
18,9.329,27.351,4.254
20,6.801,25.129,0.867
22,5.039,24.560,-2.970
24,2.848,22.404,-5.704
26,0.580,20.030,-9.414
28,-0.666,17.249,-12.302
30,-3.845,14.026,-14.079
32,-6.241,11.476,-17.838
34,-7.706,8.351,-18.808
36,-9.408,4.702,-22.261
38,-11.485,-0.421,-22.367
40,-12.719,-2.232,-24.112
42,-13.113,-5.442,-24.078
44,-14.270,-9.189,-24.868
46,-14.825,-13.171,-25.865
48,-16.012,-14.954,-23.623
50,-15.218,-18.757,-22.934
52,-14.546,-21.576,-22.723
54,-14.580,-21.663,-20.753
56,-14.417,-24.536,-18.979
58,-13.709,-25.398,-16.614
60,-12.368,-26.888,-13.961
62,-11.052,-26.167,-10.843
64,-10.688,-26.367,-8.830
66,-8.187,-26.537,-5.150
68,-5.572,-24.905,-1.114
70,-5.310,-24.724,2.195
72,-3.341,-22.329,4.798
74,0.315,-19.718,8.370
76,1.343,-18.242,10.807
78,3.390,-14.228,13.140
80,5.702,-12.704,16.894
82,8.551,-8.747,20.097
84,9.633,-4.919,21.878
86,11.673,-2.908,23.500
88,12.426,1.724,24.226
90,13.147,4.787,26.355
92,14.394,7.529,27.656
94,17.074,12.081,26.205
96,16.580,14.791,27.037
98,16.751,17.054,26.514
100,17.485,20.090,25.318
