percent,ankle,knee,hip
0,13.903,18.384,15.190
2,13.168,19.555,13.610
4,13.849,19.844,13.800
6,14.259,22.099,12.867
8,13.390,20.518,11.028
10,13.107,21.930,9.063
12,12.288,19.750,8.058
14,11.485,20.205,5.528
16,9.200,18.730,4.258
18,8.758,17.553,1.952
20,7.005,16.097,0.557
22,5.011,13.266,-0.518
24,3.421,12.225,-3.398
26,2.872,10.474,-4.334
28,0.611,6.654,-5.630
30,-0.742,4.386,-7.301
32,-2.865,2.265,-9.755
34,-3.996,-0.127,-10.674
36,-5.117,-2.668,-11.592
38,-7.352,-5.299,-13.132
40,-7.222,-6.889,-14.031
42,-9.065,-10.567,-13.515
44,-9.469,-11.040,-14.155
46,-10.580,-14.066,-14.821
48,-12.425,-14.850,-12.620
50,-12.453,-16.292,-13.749
52,-11.885,-17.972,-13.327
54,-12.413,-19.577,-11.772
56,-12.378,-19.296,-10.280
58,-11.828,-19.792,-9.831
60,-10.419,-20.134,-7.434
62,-9.174,-18.614,-5.771
64,-8.077,-18.206,-4.977
66,-6.790,-16.845,-3.008
68,-7.289,-16.333,-0.598
70,-5.591,-13.950,1.500
72,-4.481,-12.935,2.464
74,-2.569,-9.894,5.016
76,-0.568,-8.427,6.175
78,1.127,-5.257,7.618
80,3.559,-3.399,9.020
82,5.140,-0.718,11.440
84,5.364,2.578,13.006
86,6.792,4.442,14.518
88,8.941,7.959,15.484
90,9.864,10.569,14.492
92,11.922,11.575,15.473
94,11.708,13.544,15.837
96,13.500,16.395,16.444
98,14.294,18.397,15.144
100,14.145,18.551,15.372
