percent,ankle,knee,hip
0,15.135,23.159,16.544
2,11.854,22.509,14.617
4,10.632,22.858,13.746
6,7.981,21.343,12.218
8,5.918,19.005,11.517
10,3.953,17.800,7.973
12,0.544,16.068,7.686
14,-2.240,13.768,5.006
16,-4.615,12.485,2.696
18,-6.991,9.784,0.331
20,-8.620,7.985,-0.962
22,-10.111,5.607,-3.115
24,-13.686,2.055,-6.007
26,-15.338,-0.063,-8.338
28,-16.540,-4.446,-9.313
30,-17.729,-5.830,-11.389
32,-19.006,-9.388,-11.818
34,-18.393,-10.217,-12.784
36,-18.611,-13.695,-13.713
38,-19.372,-14.666,-15.942
40,-18.298,-17.590,-15.661
42,-18.424,-18.991,-16.823
44,-17.602,-20.068,-15.857
46,-16.185,-19.672,-15.484
48,-14.379,-19.879,-14.298
50,-13.601,-20.829,-14.585
52,-10.098,-20.271,-13.931
54,-9.514,-20.511,-12.425
56,-6.362,-19.214,-9.774
58,-3.751,-18.460,-8.135
60,-0.828,-15.591,-7.453
62,0.975,-14.794,-5.756
64,3.115,-12.325,-3.447
66,5.540,-10.324,-0.752
68,8.092,-6.959,1.034
70,10.869,-4.826,4.206
72,12.653,-2.816,5.074
74,14.690,0.756,7.543
76,16.088,2.102,10.257
78,17.054,6.381,10.821
80,18.199,8.290,13.770
82,20.689,11.436,14.219
84,20.193,13.260,15.474
86,21.428,14.989,17.154
88,21.593,17.713,16.879
90,21.637,18.351,18.560
92,19.831,21.030,17.271
94,19.049,21.840,17.407
96,18.914,22.614,17.339
98,16.899,22.428,16.974
100,14.837,23.143,16.180
