percent,ankle,knee,hip
0,17.847,9.802,11.195
2,18.459,12.018,11.630
4,20.170,13.401,11.604
6,18.576,14.300,13.153
8,18.384,16.192,13.717
10,17.688,17.461,14.033
12,18.182,18.008,12.468
14,15.643,18.755,13.177
16,14.956,17.749,11.883
18,12.670,17.832,12.598
20,11.024,17.806,10.275
22,8.714,16.982,10.139
24,6.287,16.247,8.935
26,3.949,13.674,7.884
28,2.454,14.072,7.284
30,-0.253,10.802,4.116
32,-3.271,10.536,2.520
34,-5.047,8.029,1.790
36,-7.346,5.302,-0.477
38,-8.512,3.364,-0.450
40,-10.795,0.923,-2.559
42,-12.212,-1.023,-3.240
44,-14.752,-3.261,-5.112
46,-15.604,-5.273,-6.066
48,-15.671,-7.138,-7.567
50,-16.411,-7.984,-8.875
52,-18.248,-9.593,-9.283
54,-18.409,-12.390,-9.996
56,-18.009,-14.011,-11.172
58,-17.097,-15.101,-12.087
60,-16.725,-16.057,-11.216
62,-15.388,-15.830,-12.224
64,-13.934,-16.417,-10.561
66,-12.492,-16.974,-11.435
68,-10.355,-15.468,-10.355
70,-8.744,-16.274,-8.113
72,-7.214,-15.353,-8.960
74,-5.770,-12.970,-6.084
76,-2.810,-12.947,-6.475
78,0.031,-11.397,-5.392
80,1.902,-10.321,-3.282
82,3.759,-7.207,-0.597
84,6.490,-5.253,0.518
86,8.677,-4.440,1.760
88,11.268,-2.585,3.035
90,12.820,-0.460,4.451
92,13.486,2.730,5.910
94,15.000,3.848,7.414
96,16.699,7.225,7.770
98,17.308,9.099,9.947
100,19.016,10.537,9.978
