percent,ankle,knee,hip
0,5.127,9.065,24.086
2,7.231,6.824,24.253
4,9.447,6.416,23.486
6,8.716,3.855,20.795
8,10.862,3.876,19.430
10,11.903,2.072,17.813
12,11.060,0.698,14.656
14,13.173,-0.672,12.469
16,11.931,-3.270,10.008
18,13.233,-3.597,6.520
20,12.090,-5.486,4.567
22,11.992,-6.238,1.082
24,11.458,-7.959,-3.082
26,11.385,-8.929,-4.309
28,10.425,-9.798,-8.639
30,9.193,-9.996,-10.398
32,7.494,-11.487,-14.288
34,7.558,-10.608,-16.139
36,5.830,-11.011,-17.049
38,4.548,-11.054,-18.946
40,2.482,-11.806,-20.163
42,1.425,-10.300,-21.190
44,0.271,-11.059,-23.076
46,-0.623,-8.731,-23.733
48,-2.592,-7.886,-22.338
50,-4.043,-6.845,-22.935
52,-5.109,-5.388,-21.508
54,-6.929,-3.679,-21.716
56,-7.997,-3.471,-18.669
58,-9.231,-0.790,-16.738
60,-9.676,0.829,-16.274
62,-10.515,2.834,-13.099
64,-11.255,3.472,-10.731
66,-9.817,5.357,-7.512
68,-10.504,6.008,-4.711
70,-10.174,8.552,-1.438
72,-9.594,9.190,1.425
74,-10.065,9.362,3.777
76,-10.077,11.280,6.761
78,-8.519,12.354,9.758
80,-8.019,12.289,13.269
82,-6.839,13.774,15.842
84,-5.282,13.398,17.237
86,-3.367,12.724,19.405
88,-2.482,14.087,21.066
90,-0.060,14.070,22.037
92,1.295,13.662,24.093
94,1.453,12.820,24.060
96,4.065,10.400,25.012
98,5.438,10.009,24.820
100,5.897,8.459,24.214
