percent,ankle,knee,hip
0,13.224,25.638,27.154
2,14.411,26.322,27.318
4,15.920,28.011,26.619
6,15.217,27.145,26.414
8,15.559,27.631,23.886
10,15.520,26.779,22.745
12,15.414,25.385,19.276
14,14.815,23.143,17.988
16,15.261,21.228,13.984
18,12.468,19.181,12.742
20,12.239,16.914,9.314
22,10.062,14.581,4.669
24,9.073,12.007,2.299
26,8.290,7.799,-0.304
28,5.679,4.654,-4.255
30,5.152,1.402,-8.102
32,3.205,-1.952,-10.292
34,1.699,-4.672,-13.196
36,-1.047,-7.598,-15.624
38,-3.428,-12.236,-19.392
40,-5.076,-13.325,-20.200
42,-5.389,-15.903,-21.879
44,-8.145,-19.483,-24.890
46,-8.720,-21.954,-24.833
48,-9.877,-22.547,-26.393
50,-11.037,-23.244,-25.433
52,-11.879,-25.356,-25.338
54,-12.125,-24.540,-24.047
56,-14.145,-26.090,-24.663
58,-12.928,-24.794,-21.321
60,-13.112,-23.636,-20.528
62,-13.731,-22.336,-18.213
64,-12.119,-22.528,-15.436
66,-12.755,-19.092,-12.892
68,-11.914,-16.591,-9.900
70,-10.119,-14.890,-7.635
72,-9.000,-12.493,-3.431
74,-8.560,-8.423,-0.231
76,-6.117,-6.452,2.236
78,-3.580,-3.471,6.896
80,-2.939,0.485,9.269
82,-1.086,3.392,12.921
84,0.793,7.669,15.090
86,2.696,9.893,18.361
88,4.110,12.984,20.602
90,5.549,16.071,22.105
92,9.212,19.051,23.910
94,9.038,21.740,25.288
96,11.770,23.088,26.117
98,12.301,24.767,27.414
100,14.534,25.395,27.300
