percent,ankle,knee,hip
0,10.339,22.360,14.272
2,12.829,24.040,14.529
4,13.221,22.820,15.480
6,13.111,23.732,16.686
8,14.157,22.099,15.472
10,15.010,22.897,16.748
12,13.971,21.848,15.934
14,13.590,20.269,16.196
16,12.815,17.687,15.342
18,11.728,15.049,12.768
20,11.680,14.436,12.040
22,10.566,11.130,11.688
24,8.847,8.950,8.806
26,7.466,6.187,8.102
28,6.111,2.110,6.186
30,5.228,0.710,4.076
32,4.767,-2.307,1.073
34,2.346,-6.387,-0.634
36,-0.280,-7.703,-1.279
38,-1.368,-11.445,-3.255
40,-2.616,-12.802,-6.445
42,-3.859,-14.793,-6.905
44,-6.438,-15.863,-8.788
46,-7.902,-18.599,-11.102
48,-8.064,-20.233,-11.873
50,-8.992,-20.208,-11.991
52,-9.708,-21.987,-12.891
54,-11.487,-21.726,-14.498
56,-11.560,-21.951,-13.979
58,-12.355,-21.029,-14.886
60,-12.427,-20.836,-14.609
62,-11.454,-18.077,-13.683
64,-12.280,-17.710,-13.312
66,-12.239,-16.016,-11.429
68,-10.874,-14.048,-11.243
70,-9.880,-12.312,-10.293
72,-8.058,-8.992,-8.390
74,-8.079,-6.740,-8.010
76,-5.802,-4.571,-5.032
78,-4.296,-0.635,-3.891
80,-3.582,0.949,-1.789
82,-1.213,5.326,-0.671
84,0.051,7.568,2.953
86,1.584,9.587,3.712
88,3.852,12.311,6.743
90,4.421,15.183,8.182
92,5.715,17.262,8.970
94,7.733,19.422,10.916
96,9.002,21.424,12.997
98,11.065,22.358,14.352
100,11.161,23.033,15.337
