percent,ankle,knee,hip
0,9.996,10.503,13.782
2,7.349,13.179,13.482
4,7.698,16.226,12.177
6,6.389,19.146,10.595
8,5.463,21.601,7.604
10,3.552,22.770,7.400
12,1.095,25.745,5.485
14,0.751,26.345,2.633
16,-0.817,27.766,1.875
18,-0.997,28.209,0.024
20,-3.137,27.102,-2.795
22,-4.243,28.256,-4.532
24,-6.431,26.030,-6.131
26,-6.894,26.457,-8.632
28,-6.788,23.534,-8.771
30,-8.049,21.231,-9.877
32,-8.619,20.115,-12.200
34,-9.340,17.968,-11.880
36,-10.079,13.613,-12.454
38,-9.792,11.640,-14.386
40,-9.844,7.381,-12.915
42,-10.133,3.835,-14.278
44,-9.755,2.222,-13.248
46,-9.222,-1.951,-13.862
48,-8.242,-6.288,-12.114
50,-6.651,-9.709,-11.966
52,-6.366,-11.288,-9.667
54,-4.492,-13.825,-10.215
56,-3.910,-17.752,-7.489
58,-1.726,-19.686,-5.885
60,-2.195,-22.137,-3.943
62,0.798,-22.535,-2.888
64,1.695,-24.109,-1.020
66,1.890,-26.373,0.545
68,3.873,-26.750,2.955
70,6.245,-25.496,5.100
72,6.303,-24.769,6.805
74,7.744,-25.358,8.119
76,7.990,-24.422,8.958
78,10.455,-21.052,11.071
80,9.519,-19.412,13.215
82,11.118,-18.103,13.055
84,11.496,-14.929,14.175
86,11.080,-11.582,16.111
88,11.960,-9.638,15.576
90,12.697,-5.328,15.450
92,10.795,-1.958,15.210
94,10.730,0.559,15.334
96,11.124,4.267,14.825
98,9.537,7.999,14.763
100,8.779,11.213,14.122
