percent,ankle,knee,hip
0,4.669,22.319,9.493
2,6.447,21.429,8.020
4,10.075,20.198,5.607
6,10.669,20.584,5.681
8,12.914,17.855,3.054
10,15.368,16.842,0.980
12,15.119,16.557,-0.781
14,16.833,14.500,-2.625
16,17.426,11.132,-5.462
18,19.075,8.775,-5.867
20,19.528,7.519,-8.526
22,18.926,4.715,-9.231
24,19.329,2.385,-9.857
26,18.102,-0.448,-11.394
28,18.238,-3.750,-13.077
30,16.436,-5.652,-13.076
32,14.176,-8.431,-13.405
34,13.643,-10.396,-14.115
36,11.784,-12.871,-14.302
38,9.566,-13.401,-13.396
40,6.979,-16.508,-12.428
42,6.762,-17.866,-13.105
44,2.932,-18.832,-12.345
46,1.267,-19.189,-10.231
48,-0.139,-20.102,-10.045
50,-2.198,-19.045,-7.587
52,-6.109,-18.954,-6.926
54,-6.913,-18.312,-3.786
56,-9.335,-17.084,-3.082
58,-11.099,-16.774,-0.116
60,-11.738,-15.617,1.670
62,-14.232,-12.579,3.606
64,-14.323,-12.500,4.157
66,-15.443,-9.399,6.217
68,-16.682,-7.900,8.477
70,-16.500,-5.480,8.803
72,-17.676,-1.518,10.990
74,-16.825,-0.720,13.384
76,-15.725,3.136,13.334
78,-15.389,5.624,15.116
80,-14.354,6.819,15.206
82,-12.983,10.731,15.293
84,-11.963,11.662,16.716
86,-10.478,14.651,15.553
88,-7.818,15.696,15.131
90,-6.853,17.089,15.945
92,-3.596,19.553,13.720
94,-2.335,19.323,13.820
96,0.860,20.862,12.212
98,2.111,21.519,11.833
100,4.806,21.804,9.713
