percent,ankle,knee,hip
0,19.286,8.590,9.554
2,18.389,7.867,7.581
4,14.501,6.395,6.745
6,12.417,6.121,6.259
8,8.810,4.893,4.776
10,4.979,4.889,1.889
12,2.576,3.745,1.372
14,-1.001,0.731,-0.714
16,-3.764,1.065,-2.858
18,-7.520,-0.451,-3.996
20,-10.774,-1.148,-5.015
22,-14.423,-3.058,-6.283
24,-15.948,-4.948,-8.154
26,-17.719,-5.440,-8.599
28,-20.129,-5.527,-9.371
30,-21.740,-7.203,-9.746
32,-24.290,-7.189,-10.229
34,-25.114,-8.365,-10.543
36,-25.038,-9.223,-10.354
38,-25.168,-8.888,-11.159
40,-25.373,-9.950,-11.324
42,-25.226,-8.720,-9.369
44,-22.900,-8.533,-10.178
46,-22.510,-9.187,-9.883
48,-21.333,-7.732,-8.737
50,-17.759,-6.242,-8.007
52,-14.789,-6.042,-5.708
54,-12.054,-4.491,-4.754
56,-9.824,-4.095,-4.118
58,-6.361,-2.999,-0.882
60,-4.244,-2.805,0.585
62,-0.476,-0.303,1.854
64,3.703,0.699,2.592
66,6.823,2.446,4.247
68,9.843,3.772,5.842
70,12.898,4.087,7.135
72,15.887,5.838,7.389
74,18.389,6.282,9.275
76,20.220,7.585,9.731
78,23.186,8.078,11.850
80,23.509,9.144,11.781
82,25.345,10.545,11.747
84,26.441,10.326,13.167
86,26.629,10.087,13.210
88,26.964,10.228,12.237
90,28.154,10.535,12.431
92,27.330,11.704,11.741
94,26.608,10.743,12.410
96,23.209,10.991,11.738
98,21.437,9.088,10.888
100,21.198,9.621,8.713
