percent,ankle,knee,hip
0,14.566,28.824,14.649
2,15.739,29.054,15.115
4,18.975,27.449,15.116
6,21.037,25.584,15.170
8,22.072,24.129,15.527
10,23.387,22.822,15.451
12,24.122,20.710,14.824
14,22.790,17.740,14.531
16,24.447,14.012,11.884
18,22.672,12.104,11.086
20,22.750,7.827,9.780
22,21.284,3.931,8.364
24,19.835,1.193,7.364
26,17.883,-2.587,5.785
28,16.395,-5.115,3.937
30,15.517,-9.321,2.429
32,12.517,-11.429,-0.212
34,8.950,-14.246,-1.580
36,7.652,-17.467,-4.687
38,4.561,-19.903,-6.726
40,1.220,-22.179,-7.113
42,-1.442,-23.466,-8.943
44,-4.183,-26.405,-9.881
46,-6.681,-25.908,-11.784
48,-9.076,-27.797,-12.062
50,-11.579,-27.056,-13.495
52,-14.688,-26.828,-13.242
54,-16.727,-25.034,-13.517
56,-18.385,-24.956,-14.882
58,-19.475,-22.274,-14.603
60,-20.178,-20.593,-13.741
62,-21.206,-19.238,-12.831
64,-21.413,-15.718,-11.000
66,-21.776,-11.864,-11.829
68,-21.944,-10.272,-9.882
70,-21.050,-6.368,-8.129
72,-20.313,-1.950,-5.900
74,-18.471,-0.204,-5.593
76,-16.204,3.392,-3.492
78,-15.057,8.371,-1.253
80,-12.533,11.348,-0.308
82,-10.472,14.157,3.279
84,-7.937,17.882,4.926
86,-5.899,19.078,5.275
88,-2.518,22.103,8.051
90,0.124,24.395,8.746
92,4.413,25.806,11.267
94,6.381,27.052,11.484
96,8.549,29.040,14.410
98,11.452,28.228,15.207
100,14.575,28.077,14.788
