percent,ankle,knee,hip
0,18.677,13.443,17.890
2,17.028,12.263,15.154
4,15.653,11.872,13.044
6,13.306,12.146,9.990
8,10.661,11.853,7.039
10,8.050,10.468,3.228
12,7.066,10.386,0.302
14,3.937,7.878,-3.050
16,1.613,6.365,-5.392
18,-0.320,5.066,-9.524
20,-3.716,5.557,-12.012
22,-5.248,3.141,-14.371
24,-7.443,2.631,-16.998
26,-10.871,-0.135,-20.331
28,-11.233,-0.345,-21.077
30,-14.426,-2.813,-23.650
32,-15.528,-4.638,-23.984
34,-16.697,-4.596,-24.277
36,-17.884,-6.621,-24.346
38,-18.081,-7.110,-24.309
40,-18.008,-9.008,-24.797
42,-18.885,-9.350,-23.843
44,-18.484,-9.871,-22.518
46,-17.717,-11.461,-20.660
48,-16.320,-10.174,-19.446
50,-15.610,-10.452,-15.510
52,-14.440,-9.833,-12.857
54,-13.723,-11.386,-10.291
56,-11.056,-10.388,-8.047
58,-8.382,-10.117,-5.426
60,-7.085,-9.478,-1.173
62,-4.036,-7.479,1.103
64,-2.947,-6.758,5.255
66,-0.374,-6.056,7.484
68,3.391,-4.688,10.159
70,5.868,-2.913,13.251
72,7.952,-1.309,16.426
74,10.406,0.505,20.075
76,12.562,2.068,22.023
78,14.937,2.361,22.614
80,15.818,3.874,24.656
82,17.267,5.361,25.743
84,17.912,7.764,26.252
86,20.171,8.815,27.914
88,19.765,9.393,27.469
90,21.685,10.013,27.263
92,20.770,11.420,25.409
94,20.166,11.564,24.842
96,20.806,12.133,23.293
98,19.805,12.034,20.379
100,17.270,12.865,18.878
