percent,ankle,knee,hip
0,6.552,11.488,1.434
2,9.964,11.168,3.971
4,12.994,10.323,5.855
6,17.072,7.521,7.992
8,19.782,6.180,11.047
10,20.872,5.673,12.687
12,23.033,4.489,14.622
14,25.417,1.793,15.861
16,26.836,0.955,16.998
18,27.390,-2.203,16.708
20,27.677,-3.393,17.615
22,27.937,-3.616,19.413
24,28.442,-6.593,19.456
26,27.643,-7.049,18.342
28,26.991,-9.327,18.422
30,24.210,-9.172,17.262
32,22.856,-9.669,17.161
34,21.510,-11.025,16.096
36,18.101,-12.135,14.606
38,14.909,-11.204,12.563
40,11.591,-12.471,9.685
42,8.724,-11.911,8.110
44,5.760,-11.841,5.782
46,1.683,-10.938,4.096
48,-1.054,-9.858,2.361
50,-3.923,-9.462,-0.679
52,-7.991,-7.954,-2.817
54,-11.733,-7.436,-4.357
56,-13.807,-7.130,-7.025
58,-17.480,-5.377,-8.178
60,-18.846,-3.589,-11.047
62,-22.318,-2.539,-11.367
64,-23.375,0.837,-12.937
66,-24.745,1.707,-15.156
68,-25.631,4.321,-14.632
70,-25.794,4.180,-16.357
72,-25.610,6.202,-16.174
74,-26.738,8.051,-17.159
76,-25.701,9.960,-16.116
78,-23.828,10.092,-15.280
80,-23.044,11.634,-14.737
82,-19.954,13.552,-15.465
84,-18.768,12.581,-13.967
86,-15.315,13.166,-11.085
88,-12.880,13.332,-11.017
90,-9.494,15.148,-8.795
92,-6.108,13.327,-7.485
94,-3.402,13.139,-5.239
96,0.765,13.177,-3.136
98,3.094,12.835,-0.979
100,7.609,11.597,1.201
