percent,ankle,knee,hip
0,10.425,10.874,16.821
2,10.745,11.568,15.338
4,9.864,11.711,15.551
6,8.170,12.390,14.455
8,7.228,12.669,11.095
10,5.703,11.157,11.179
12,4.257,11.849,8.993
14,4.360,10.532,6.430
16,1.780,9.686,4.094
18,2.485,7.880,2.768
20,-0.235,7.920,-0.547
22,-1.781,7.009,-1.369
24,-2.377,4.628,-3.362
26,-3.177,3.623,-7.257
28,-4.560,1.699,-7.727
30,-5.512,0.067,-10.491
32,-7.278,-0.199,-11.632
34,-7.885,-1.849,-13.745
36,-7.056,-3.941,-13.434
38,-8.012,-4.626,-15.920
40,-8.062,-5.990,-15.179
42,-8.111,-5.801,-15.549
44,-8.961,-6.887,-15.629
46,-8.756,-7.714,-15.805
48,-9.195,-9.409,-15.245
50,-8.590,-9.970,-14.432
52,-8.021,-10.452,-14.692
54,-6.187,-9.678,-13.556
56,-6.579,-10.022,-11.680
58,-6.333,-10.930,-10.762
60,-4.317,-9.685,-8.941
62,-2.836,-10.030,-6.237
64,-1.434,-8.580,-4.942
66,0.137,-7.852,-2.503
68,1.470,-7.064,-0.770
70,2.052,-6.409,2.164
72,2.720,-4.605,4.641
74,3.274,-3.626,6.046
76,5.551,-1.497,7.542
78,5.769,-1.037,9.316
80,6.849,1.142,12.710
82,8.886,2.345,13.550
84,8.845,3.906,13.944
86,10.004,6.192,15.816
88,10.106,7.354,17.702
90,10.383,7.219,17.456
92,11.429,9.163,17.298
94,11.555,10.393,18.160
96,11.351,9.637,18.227
98,11.015,12.103,16.818
100,11.072,12.684,16.291
