percent,ankle,knee,hip
0,15.583,9.405,7.485
2,17.950,12.410,9.808
4,20.593,14.536,10.520
6,21.602,15.672,12.021
8,21.595,18.039,13.597
10,23.762,20.122,13.686
12,23.256,22.103,14.762
14,23.456,22.774,14.926
16,23.714,24.221,15.879
18,22.632,24.616,15.289
20,21.910,24.265,14.005
22,21.411,23.799,13.800
24,19.054,24.592,13.274
26,18.314,22.064,13.582
28,15.417,21.741,12.874
30,13.647,19.792,10.647
32,11.335,19.047,10.226
34,7.655,14.826,7.789
36,6.320,13.221,6.074
38,3.295,9.892,4.389
40,0.345,7.518,2.330
42,-3.970,5.035,1.543
44,-6.897,2.448,0.132
46,-8.553,-1.838,-2.501
48,-11.399,-4.494,-4.647
50,-12.897,-6.592,-5.879
52,-16.342,-10.145,-6.941
54,-16.715,-11.684,-8.653
56,-19.873,-15.051,-10.517
58,-21.020,-17.391,-10.386
60,-20.583,-17.869,-12.265
62,-22.966,-20.892,-12.200
64,-21.607,-21.625,-12.554
66,-21.856,-22.872,-12.647
68,-21.714,-21.925,-12.983
70,-19.981,-23.229,-13.911
72,-20.227,-23.437,-12.410
74,-17.604,-21.696,-12.502
76,-16.296,-20.669,-10.795
78,-13.421,-20.388,-10.319
80,-12.358,-18.982,-8.395
82,-9.337,-16.215,-6.697
84,-7.231,-13.216,-5.199
86,-2.991,-11.642,-3.488
88,-0.689,-9.601,-3.231
90,1.897,-6.300,-0.331
92,5.902,-2.853,0.621
94,8.022,0.565,2.778
96,11.095,3.306,5.181
98,12.921,6.386,6.269
100,15.694,9.713,7.763
