percent,ankle,knee,hip
0,22.747,26.427,10.571
2,24.099,27.026,11.789
4,24.477,27.647,14.160
6,24.389,27.918,16.626
8,23.798,27.644,17.817
10,22.696,26.600,19.550
12,21.647,25.759,20.124
14,21.592,24.450,20.077
16,20.602,21.839,19.560
18,17.026,18.813,19.665
20,15.583,17.416,20.411
22,12.507,14.714,19.080
24,10.977,11.517,18.075
26,8.955,7.092,16.222
28,5.639,5.619,15.163
30,1.718,1.155,14.737
32,-0.130,-2.636,12.753
34,-3.021,-4.775,10.115
36,-6.229,-9.428,8.469
38,-8.656,-11.794,5.995
40,-12.017,-14.112,3.493
42,-14.686,-17.911,-0.506
44,-16.516,-20.169,-2.905
46,-18.168,-21.934,-4.336
48,-20.495,-22.682,-7.017
50,-20.601,-24.502,-7.887
52,-21.162,-24.757,-11.496
54,-22.884,-25.866,-11.637
56,-21.455,-25.734,-13.811
58,-22.359,-25.814,-15.342
60,-21.600,-25.084,-15.726
62,-21.279,-22.959,-17.428
64,-19.772,-22.756,-17.710
66,-18.234,-20.434,-17.587
68,-15.146,-17.816,-19.118
70,-13.774,-15.945,-17.833
72,-10.721,-11.629,-16.588
74,-8.759,-9.947,-15.297
76,-5.693,-6.150,-14.337
78,-3.118,-3.486,-13.167
80,-0.751,0.184,-11.769
82,2.627,4.035,-10.231
84,6.220,7.795,-7.887
86,8.338,9.926,-5.285
88,12.110,13.523,-3.842
90,14.594,17.044,-0.232
92,16.232,19.455,0.576
94,18.129,20.941,4.099
96,20.086,23.889,6.195
98,22.005,24.249,8.067
100,22.204,26.223,11.585
