percent,ankle,knee,hip
0,21.987,4.037,15.339
2,20.646,7.086,14.031
4,21.048,9.263,13.234
6,22.034,11.935,11.395
8,19.802,13.437,10.072
10,19.581,16.419,8.674
12,17.325,17.976,7.810
14,17.265,18.663,6.663
16,14.005,21.545,3.567
18,12.425,22.208,3.265
20,9.920,22.018,0.319
22,8.612,22.825,-1.636
24,5.928,22.672,-3.646
26,3.117,23.021,-4.329
28,1.391,22.488,-6.231
30,-1.701,20.510,-7.644
32,-4.427,19.110,-8.508
34,-6.055,17.780,-10.064
36,-9.249,15.744,-11.460
38,-11.587,13.570,-11.518
40,-13.709,10.900,-13.469
42,-15.469,8.604,-13.343
44,-17.229,6.601,-12.815
46,-18.645,3.373,-12.964
48,-18.316,1.547,-13.392
50,-19.529,-2.132,-12.370
52,-19.625,-3.535,-12.834
54,-20.505,-7.888,-10.567
56,-18.883,-9.285,-10.334
58,-17.998,-12.469,-8.505
60,-16.916,-14.272,-7.054
62,-16.391,-16.706,-5.870
64,-15.214,-18.482,-4.079
66,-12.911,-19.240,-1.451
68,-10.328,-20.681,-0.102
70,-8.411,-20.437,1.977
72,-6.581,-21.414,3.341
74,-4.456,-21.618,5.002
76,-0.888,-20.059,6.821
78,1.145,-19.365,9.193
80,3.786,-19.526,8.947
82,6.493,-17.179,12.155
84,7.818,-15.369,13.301
86,12.094,-14.656,13.615
88,14.097,-12.918,14.142
90,14.916,-9.262,14.611
92,17.008,-7.848,15.367
94,18.181,-5.455,14.837
96,19.930,-2.556,16.482
98,21.155,1.659,15.170
100,20.689,4.462,14.139
