percent,ankle,knee,hip
0,24.880,17.255,26.546
2,22.935,17.468,25.298
4,21.310,17.563,23.547
6,19.063,17.344,23.185
8,17.649,16.793,21.920
10,14.512,16.841,19.209
12,10.150,16.502,17.202
14,7.623,14.637,14.361
16,3.768,15.536,11.797
18,0.400,12.493,7.881
20,-2.782,12.372,5.831
22,-5.010,9.761,1.790
24,-9.375,8.716,-0.851
26,-11.344,7.066,-3.901
28,-14.614,4.458,-7.801
30,-18.478,2.285,-9.245
32,-18.931,1.143,-12.315
34,-22.453,-1.518,-14.786
36,-24.167,-3.007,-18.474
38,-24.857,-4.986,-20.366
40,-26.045,-7.154,-21.155
42,-25.742,-9.566,-22.715
44,-26.279,-10.395,-23.177
46,-24.850,-12.021,-23.928
48,-24.195,-12.641,-24.144
50,-22.399,-13.538,-23.713
52,-21.903,-14.717,-23.192
54,-20.298,-16.175,-22.103
56,-17.662,-14.789,-21.267
58,-14.837,-16.369,-18.912
60,-12.086,-14.899,-16.828
62,-8.213,-15.155,-15.633
64,-5.038,-14.035,-12.655
66,-2.345,-12.639,-8.841
68,1.611,-12.217,-5.630
70,4.628,-9.775,-2.614
72,8.697,-7.085,-0.646
74,10.583,-5.706,2.353
76,14.775,-4.335,5.190
78,17.931,-3.346,9.639
80,20.166,0.388,11.612
82,21.416,0.864,15.443
84,23.703,4.699,16.516
86,25.946,5.122,19.779
88,26.830,7.965,21.354
90,26.658,8.666,22.462
92,28.100,11.346,24.260
94,28.855,13.359,25.760
96,26.991,13.958,25.306
98,25.810,14.421,25.896
100,25.218,17.098,25.301
