percent,ankle,knee,hip
0,21.842,8.281,16.234
2,20.585,8.608,20.563
4,17.661,7.881,23.069
6,14.829,5.568,24.643
8,13.871,5.111,27.085
10,9.566,2.874,27.182
12,8.108,2.592,28.711
14,4.300,1.831,29.883
16,1.908,-0.433,30.407
18,-0.940,-1.006,30.202
20,-4.937,-1.930,29.437
22,-8.070,-2.993,27.555
24,-9.298,-5.521,26.250
26,-12.883,-5.764,23.152
28,-15.936,-6.091,22.145
30,-16.431,-7.201,19.938
32,-19.854,-8.509,16.377
34,-19.997,-8.304,12.989
36,-22.022,-9.787,9.611
38,-23.001,-8.649,5.460
40,-22.198,-10.119,2.863
42,-22.288,-10.085,-1.391
44,-21.659,-9.390,-4.953
46,-22.621,-7.995,-8.024
48,-21.567,-8.817,-10.722
50,-19.520,-6.870,-14.194
52,-17.232,-6.670,-18.322
54,-15.147,-4.503,-20.051
56,-12.814,-3.640,-22.187
58,-11.332,-2.880,-24.249
60,-7.949,-2.755,-24.982
62,-4.828,-0.928,-26.963
64,-2.683,0.097,-28.245
66,-0.437,2.969,-28.439
68,3.589,4.188,-27.593
70,6.123,4.245,-27.110
72,9.064,5.043,-24.865
74,12.700,6.292,-23.341
76,14.032,7.032,-22.741
78,17.108,8.359,-19.938
80,18.203,8.834,-16.250
82,21.294,9.581,-14.545
84,22.207,11.447,-11.538
86,22.714,11.356,-8.244
88,24.250,11.081,-3.844
90,24.565,10.990,-0.319
92,25.824,11.267,3.957
94,24.060,11.536,6.433
96,23.590,11.324,9.972
98,22.522,9.874,13.572
100,22.003,9.003,17.068
