percent,ankle,knee,hip
0,11.098,16.021,24.776
2,12.560,17.877,23.887
4,11.578,21.139,24.593
6,11.110,22.166,22.288
8,10.131,26.064,22.064
10,10.715,27.460,19.416
12,9.315,28.379,16.888
14,8.544,29.435,15.127
16,7.368,28.219,13.844
18,5.792,28.398,10.013
20,6.180,28.511,7.636
22,5.198,27.195,4.501
24,3.710,27.112,1.281
26,2.080,24.735,-1.296
28,-0.077,22.094,-3.295
30,-0.439,20.794,-6.583
32,-2.602,17.902,-9.917
34,-4.446,15.024,-11.685
36,-4.063,11.308,-15.418
38,-5.739,8.334,-16.091
40,-6.511,4.860,-18.053
42,-6.845,0.976,-20.312
44,-8.354,-3.311,-20.256
46,-9.810,-5.842,-22.263
48,-8.743,-9.445,-21.646
50,-9.618,-14.022,-22.483
52,-9.766,-15.473,-22.329
54,-8.701,-18.112,-21.150
56,-8.745,-21.023,-19.813
58,-9.033,-22.858,-18.778
60,-8.257,-24.897,-18.476
62,-8.606,-25.783,-14.849
64,-7.372,-26.846,-13.825
66,-6.091,-27.374,-11.813
68,-4.793,-26.503,-7.602
70,-4.399,-25.922,-6.339
72,-2.411,-25.165,-3.548
74,-1.082,-24.673,0.189
76,-0.136,-22.738,3.448
78,2.223,-20.253,5.069
80,3.451,-17.168,9.214
82,4.931,-15.624,12.338
84,6.523,-12.136,15.057
86,6.497,-8.870,15.981
88,7.391,-5.451,17.642
90,8.785,-2.660,19.731
92,10.048,2.581,22.514
94,10.055,5.587,23.253
96,11.778,8.027,23.158
98,11.711,11.926,24.502
100,11.379,15.070,25.529
