percent,ankle,knee,hip
0,14.209,20.357,24.672
2,16.546,20.542,24.634
4,19.724,21.695,24.487
6,20.243,21.694,21.984
8,21.780,22.421,21.147
10,23.044,22.805,19.955
12,25.219,21.745,16.508
14,24.874,21.499,15.305
16,24.460,19.977,12.180
18,25.668,17.964,8.626
20,23.401,15.793,6.570
22,23.979,14.097,2.705
24,21.799,11.926,0.402
26,19.479,10.454,-2.469
28,18.167,8.278,-4.805
30,14.975,5.270,-8.833
32,14.210,2.907,-12.323
34,9.796,-0.837,-13.233
36,7.983,-3.144,-15.709
38,3.977,-6.178,-18.787
40,1.503,-7.141,-19.850
42,-1.189,-9.700,-21.979
44,-4.144,-12.344,-23.066
46,-7.029,-13.993,-23.155
48,-8.969,-15.527,-23.177
50,-11.775,-18.647,-24.389
52,-15.515,-19.301,-23.207
54,-16.419,-19.982,-22.940
56,-19.320,-19.550,-21.845
58,-21.117,-19.434,-20.001
60,-22.541,-19.950,-17.773
62,-21.646,-19.036,-14.791
64,-23.613,-18.867,-13.671
66,-23.043,-18.080,-9.309
68,-22.898,-16.168,-7.672
70,-22.569,-13.615,-4.763
72,-21.869,-11.672,-0.982
74,-19.688,-10.064,2.079
76,-18.517,-7.728,5.027
78,-15.969,-6.415,7.575
80,-14.368,-2.736,11.430
82,-10.760,0.349,13.580
84,-7.595,1.524,15.624
86,-6.282,5.703,18.317
88,-3.744,8.020,19.744
90,0.415,10.263,22.453
92,2.778,13.312,22.768
94,5.570,14.342,25.249
96,8.755,16.685,24.763
98,12.450,18.583,26.509
100,15.314,20.494,26.182
