percent,ankle,knee,hip
0,9.302,20.930,16.903
2,11.252,19.066,17.317
4,14.915,17.909,14.468
6,17.375,17.311,12.655
8,19.568,14.913,12.524
10,22.143,13.616,9.591
12,25.446,11.460,7.442
14,27.007,10.749,5.946
16,27.671,7.667,4.063
18,27.648,5.666,2.101
20,28.954,3.613,-2.059
22,28.492,0.368,-4.022
24,27.425,-2.328,-6.418
26,26.880,-4.796,-7.863
28,24.585,-7.195,-9.575
30,23.074,-8.662,-10.410
32,21.527,-10.141,-12.651
34,18.941,-13.231,-13.510
36,17.050,-15.349,-14.655
38,12.736,-15.877,-16.034
40,10.824,-16.646,-17.170
42,6.528,-18.575,-17.931
44,2.684,-18.263,-17.264
46,0.848,-17.886,-17.057
48,-2.542,-19.077,-17.087
50,-7.162,-17.835,-15.432
52,-10.887,-17.423,-14.952
54,-13.068,-16.389,-12.586
56,-15.581,-14.840,-10.825
58,-17.410,-13.124,-9.192
60,-19.942,-11.182,-8.223
62,-21.579,-9.423,-4.963
64,-24.977,-7.378,-4.453
66,-25.675,-4.900,-1.148
68,-26.164,-3.217,0.872
70,-26.920,-0.207,2.568
72,-25.769,0.827,5.451
74,-25.268,3.199,8.295
76,-25.028,7.317,10.058
78,-23.741,9.437,12.351
80,-21.802,11.691,12.927
82,-19.536,13.704,14.088
84,-16.135,14.062,16.405
86,-15.026,16.608,17.986
88,-10.535,18.108,18.909
90,-8.968,17.888,19.262
92,-5.803,20.202,19.017
94,-1.683,19.647,19.140
96,2.279,20.926,18.585
98,4.493,20.207,18.185
100,9.543,20.359,17.090
