percent,ankle,knee,hip
0,19.264,27.826,17.393
2,17.242,26.428,14.841
4,15.917,25.290,13.573
6,14.389,23.513,12.968
8,13.203,20.184,11.206
10,9.781,16.193,8.832
12,7.901,12.899,8.120
14,4.519,9.030,4.217
16,2.839,6.314,2.872
18,1.133,2.170,-0.163
20,-1.697,-2.092,-0.706
22,-4.633,-4.788,-4.431
24,-7.074,-8.159,-4.648
26,-9.420,-12.347,-6.728
28,-11.712,-15.706,-8.919
30,-12.535,-17.973,-10.327
32,-14.715,-21.535,-13.088
34,-15.807,-23.785,-13.648
36,-16.620,-24.716,-14.161
38,-18.548,-26.617,-16.206
40,-19.734,-28.633,-16.246
42,-19.298,-27.968,-17.181
44,-19.770,-29.389,-16.108
46,-18.016,-28.937,-16.399
48,-18.887,-28.039,-14.769
50,-17.013,-26.840,-15.581
52,-15.543,-24.890,-12.865
54,-13.487,-22.028,-11.648
56,-12.727,-20.792,-10.458
58,-10.415,-17.762,-9.422
60,-8.982,-14.706,-7.271
62,-4.893,-11.557,-5.044
64,-2.886,-7.780,-2.222
66,-1.129,-4.286,-1.254
68,1.164,-1.330,2.128
70,3.416,3.304,3.922
72,7.381,6.652,4.664
74,9.292,9.750,7.173
76,11.888,14.508,10.113
78,13.290,17.454,10.599
80,15.968,19.949,12.996
82,17.221,24.007,13.500
84,18.460,25.562,15.771
86,20.235,27.148,16.035
88,19.660,29.893,17.660
90,21.087,30.647,17.368
92,21.178,31.456,18.552
94,21.595,31.351,17.424
96,20.332,29.759,17.025
98,19.146,30.311,17.796
100,18.065,29.226,15.790
