percent,ankle,knee,hip
0,12.243,6.704,17.424
2,14.685,11.676,18.105
4,16.802,13.432,17.951
6,17.928,16.830,19.335
8,20.978,19.791,19.135
10,22.464,22.581,17.193
12,22.579,23.519,17.484
14,23.830,26.598,16.564
16,24.836,28.034,15.855
18,23.370,27.267,12.843
20,23.219,29.677,10.844
22,24.225,28.478,9.021
24,22.464,27.851,7.968
26,21.665,27.410,6.050
28,19.956,27.226,2.746
30,17.838,25.621,1.356
32,14.853,21.993,-0.143
34,12.568,20.346,-3.242
36,10.175,17.900,-6.392
38,7.708,13.869,-6.661
40,3.945,12.519,-8.529
42,2.431,7.700,-11.174
44,-1.913,5.844,-13.339
46,-5.070,0.861,-14.384
48,-6.170,-1.541,-14.563
50,-10.767,-4.976,-16.525
52,-11.894,-8.617,-17.064
54,-15.577,-12.332,-16.029
56,-17.248,-14.427,-16.582
58,-17.549,-18.516,-16.616
60,-18.991,-20.185,-15.975
62,-20.227,-22.856,-14.476
64,-22.258,-24.588,-13.321
66,-22.850,-24.556,-12.569
68,-21.688,-26.372,-12.006
70,-21.171,-25.887,-9.423
72,-20.706,-25.860,-8.463
74,-21.046,-26.992,-5.297
76,-18.321,-26.405,-4.209
78,-17.799,-23.337,-1.696
80,-15.856,-22.735,0.422
82,-13.251,-21.216,3.958
84,-11.441,-18.500,5.300
86,-7.026,-14.807,7.740
88,-6.160,-13.361,9.942
90,-2.138,-10.636,11.291
92,0.659,-6.164,13.975
94,3.453,-3.458,15.432
96,6.386,-0.272,16.184
98,9.850,4.868,17.389
100,12.512,7.008,17.365
