percent,ankle,knee,hip
0,10.400,18.090,6.759
2,11.825,21.050,7.983
4,15.585,21.875,8.660
6,16.225,23.700,10.356
8,17.081,24.518,10.799
10,18.501,25.877,11.461
12,20.935,25.748,10.865
14,21.378,27.006,11.093
16,21.134,25.504,11.631
18,22.006,25.088,10.234
20,20.714,24.821,11.043
22,21.220,23.448,10.130
24,20.642,21.197,9.517
26,18.990,20.027,9.396
28,17.492,15.928,7.923
30,15.376,13.426,6.778
32,13.587,10.900,6.284
34,11.340,7.239,3.887
36,8.420,5.373,2.672
38,5.581,2.225,2.234
40,4.926,-1.658,0.897
42,1.515,-5.045,-1.053
44,-0.698,-8.171,-1.079
46,-4.275,-11.382,-2.900
48,-5.267,-13.653,-4.006
50,-8.252,-16.364,-4.814
52,-10.999,-17.447,-6.455
54,-11.872,-19.742,-6.454
56,-13.585,-21.481,-7.346
58,-16.647,-23.698,-7.666
60,-17.822,-25.048,-7.662
62,-17.892,-24.561,-8.500
64,-19.372,-24.636,-8.375
66,-19.549,-25.039,-8.660
68,-20.228,-23.811,-8.254
70,-20.074,-22.008,-9.366
72,-18.208,-20.193,-7.063
74,-18.683,-18.565,-6.363
76,-16.868,-16.563,-7.111
78,-15.943,-14.822,-5.162
80,-13.899,-12.550,-4.952
82,-11.122,-9.112,-2.602
84,-9.358,-6.435,-2.148
86,-6.952,-2.314,-1.479
88,-4.708,-0.481,0.432
90,-2.593,3.566,1.194
92,1.108,6.488,1.835
94,3.696,8.801,4.228
96,5.771,11.958,4.897
98,7.196,15.067,5.919
100,10.897,18.682,6.829
