percent,ankle,knee,hip
0,14.655,20.783,19.554
2,14.780,20.437,16.422
4,13.534,19.966,13.703
6,14.028,19.224,10.646
8,12.392,20.404,8.552
10,11.129,18.692,4.894
12,9.999,17.724,1.236
14,9.163,16.995,-1.802
16,8.046,13.803,-6.049
18,5.014,13.274,-9.032
20,3.360,11.152,-10.878
22,1.951,9.018,-14.447
24,-0.945,6.311,-17.125
26,-2.158,4.084,-18.755
28,-4.211,1.707,-21.129
30,-5.292,-1.643,-21.837
32,-6.548,-2.996,-23.961
34,-8.631,-5.381,-24.241
36,-10.257,-8.311,-25.087
38,-11.107,-10.930,-24.813
40,-11.239,-12.492,-23.985
42,-12.902,-14.253,-23.309
44,-14.023,-14.565,-22.593
46,-13.011,-16.075,-21.432
48,-13.085,-17.143,-19.083
50,-12.871,-17.426,-17.197
52,-12.844,-18.562,-13.733
54,-13.322,-17.846,-12.121
56,-12.578,-17.788,-9.140
58,-11.428,-17.100,-5.854
60,-9.986,-16.310,-1.809
62,-8.041,-15.265,1.577
64,-7.558,-14.282,3.106
66,-4.587,-11.953,7.069
68,-3.657,-9.630,10.751
70,-2.417,-9.242,13.398
72,0.173,-6.468,16.375
74,1.456,-4.380,18.864
76,3.088,-1.532,21.512
78,6.543,1.565,22.065
80,7.246,3.971,24.178
82,8.507,5.834,25.822
84,9.401,7.720,27.374
86,11.994,11.242,27.682
88,13.161,13.336,27.051
90,14.672,13.684,26.850
92,14.997,16.096,26.159
94,14.391,17.406,23.903
96,15.743,17.875,22.336
98,16.045,20.423,22.079
100,15.835,20.946,19.633
