percent,ankle,knee,hip
0,13.582,3.529,18.551
2,15.198,5.683,19.760
4,18.295,8.272,19.512
6,18.918,9.955,19.844
8,21.364,11.138,19.980
10,22.725,11.430,17.865
12,23.395,12.977,17.429
14,22.983,13.927,17.741
16,24.332,15.009,15.866
18,24.828,15.363,14.095
20,23.930,15.747,11.718
22,23.509,16.658,11.446
24,20.841,16.257,8.475
26,20.456,14.403,5.364
28,17.263,15.338,5.017
30,14.889,12.973,1.342
32,14.290,11.953,0.269
34,11.432,12.250,-2.386
36,7.745,9.929,-5.538
38,4.602,9.054,-7.176
40,2.876,6.962,-9.928
42,0.167,4.207,-12.134
44,-4.284,2.962,-12.111
46,-6.995,2.363,-14.770
48,-8.598,-1.267,-14.624
50,-11.065,-2.157,-15.654
52,-13.878,-4.089,-16.144
54,-14.982,-6.261,-18.197
56,-17.793,-7.836,-17.483
58,-18.866,-8.605,-16.508
60,-20.040,-10.539,-16.832
62,-22.339,-11.821,-16.131
64,-21.874,-12.774,-14.599
66,-23.155,-12.611,-14.557
68,-21.675,-12.985,-12.513
70,-21.367,-12.911,-10.130
72,-21.103,-14.727,-8.491
74,-18.968,-12.996,-6.893
76,-18.276,-13.873,-4.507
78,-14.870,-12.340,-1.237
80,-14.037,-12.406,-0.222
82,-12.280,-11.337,2.029
84,-9.147,-10.236,4.888
86,-5.901,-8.121,6.191
88,-3.519,-7.225,10.219
90,-1.161,-5.748,11.487
92,1.552,-2.457,12.477
94,5.474,-0.382,14.518
96,7.395,-0.174,15.851
98,11.424,2.467,17.449
100,13.423,4.715,18.958
